researcher_name,orcid,institution,country,works_count,cited_by_count
Dieter Fenske,https://orcid.org/0000-0002-2812-7279,Karlsruhe Institute of Technology,DE,1189,21956
Eric A. J. Hoste,https://orcid.org/0000-0001-9301-8055,Ghent University Hospital,BE,1189,35075
Vincent M. Lynch,https://orcid.org/0000-0002-5260-9913,The University of Texas at Austin,US,1189,30211
F. U. Bernlochner,https://orcid.org/0000-0001-8153-2719,Twitter (United States),US,1189,33066
K. A. Johns,https://orcid.org/0000-0001-9147-6052,University of Arizona,US,1189,63761
G. Bauer,,Nanjing Normal University,CN,1189,65649
김재준,,,,1188,269
Benjamin Haibe‐Kains,https://orcid.org/0000-0002-7684-0079,University Health Network,CA,1188,39912
이상엽,,,,1188,150
José Barluenga,,Universidad de Oviedo,ES,1188,22579
Joshua Hansen,https://orcid.org/0000-0001-9237-2773,Pacific Northwest National Laboratory,US,1188,724
Chris M. Wood,https://orcid.org/0000-0002-9542-2219,University of British Columbia,CA,1188,55356
A. Di Canto,https://orcid.org/0000-0003-1233-3876,Twitter (United States),US,1188,41385
Patrizio Lancellotti,https://orcid.org/0000-0002-0804-8194,University of Liège,BE,1188,209943
I. Savysyuk,,Scientific Consulting Group,US,1188,5
Chaoguang Tian,,Intelligent Synthetic Biology Center,KR,1188,10155
M. Cooke,https://orcid.org/0000-0001-6662-0315,Fermi National Accelerator Laboratory,US,1188,100378
Robert W. McGee,https://orcid.org/0000-0001-6355-288X,Fayetteville State University,US,1188,18291
Chris Wolverton,https://orcid.org/0000-0003-2248-474X,Northwestern University,US,1188,50388
Zita Vale,https://orcid.org/0000-0002-4560-9544,Intelligent Systems Research (United States),US,1188,16340
J. Takahashi,https://orcid.org/0000-0002-4091-1779,Universidade Estadual de Campinas (UNICAMP),BR,1188,70114
R. McNulty,https://orcid.org/0000-0001-7144-0175,University College Dublin,IE,1188,45434
Fang,,Zhejiang Lab,CN,1188,1618
Cheng Cheng,https://orcid.org/0000-0001-8044-6739,Shandong University,CN,1188,2217
David Christie,,,,1188,4736
Xiao‐Feng Wu,https://orcid.org/0000-0001-6622-3328,Dalian Institute of Chemical Physics,CN,1187,32595
Fabian Walter,https://orcid.org/0000-0003-4793-7880,California Institute of Technology,US,1187,56302
A. John Rush,https://orcid.org/0000-0003-2004-2382,Texas Tech University,US,1187,127410
Rong Cao,https://orcid.org/0000-0002-2398-399X,Chinese Academy of Sciences,CN,1187,42423
Alexis Brice,https://orcid.org/0000-0002-0941-3990,Centre National de la Recherche Scientifique,FR,1187,118467
H. L. Russell,https://orcid.org/0000-0003-4181-0678,University of Geneva,CH,1187,51510
Steve B. Howell,https://orcid.org/0000-0002-2532-2853,Ames Research Center,US,1187,33260
S. Benetti,https://orcid.org/0000-0002-3256-0016,Osservatorio Astronomico di Padova,IT,1187,21969
P. Mal�,https://orcid.org/0000-0002-0870-8420,National Institute of Science Education and Research,IN,1187,48807
Kurunthachalam Kannan,https://orcid.org/0000-0002-1926-7456,New York State Department of Health,US,1187,96690
P. Laycock,https://orcid.org/0000-0002-8572-5339,University of Geneva,CH,1187,93294
P. Nugent,https://orcid.org/0000-0002-3389-0586,Lawrence Berkeley National Laboratory,US,1187,67533
Emilio Bouza,https://orcid.org/0000-0001-6967-9267,Universidad Complutense de Madrid,ES,1187,48698
H. Takai,https://orcid.org/0000-0001-9253-8307,Brookhaven National Laboratory,US,1187,96119
Harry Scott,,Oregon Health & Science University,US,1187,50
Pierre Laurent‐Puig,https://orcid.org/0000-0001-8475-5459,,,1187,70922
F. Dettori,https://orcid.org/0000-0003-0256-8663,University of Cagliari,IT,1187,42815
Shanshan Li,https://orcid.org/0000-0002-9021-8470,North Sichuan Medical University,CN,1187,136923
Man Chen,https://orcid.org/0009-0006-4599-7328,University of Kansas,US,1187,26632
D. Pinna,https://orcid.org/0000-0002-0947-1357,University of Wisconsin–Madison,US,1187,50503
C. Scharf,https://orcid.org/0000-0002-0294-1205,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,FR,1187,40744
D. Tsybychev,https://orcid.org/0000-0001-8212-6894,Stony Brook University,US,1187,67903
Bernd Hamm,https://orcid.org/0000-0002-9141-027X,European Society of Radiology,AT,1186,30995
Claudia E. Rübe,https://orcid.org/0000-0003-3882-7903,Centre National de la Recherche Scientifique,FR,1186,5173
Francisco J. Blanco,https://orcid.org/0000-0001-9821-7635,Universidade da Coruña,ES,1186,31315
Paul A. Friedman,https://orcid.org/0000-0001-5052-2948,Mayo Clinic,US,1186,40656
Jason H. Moore,https://orcid.org/0000-0002-5015-1099,Cedars-Sinai Medical Center,US,1186,47787
A.H. White,,Clariant (Switzerland),CH,1186,575
Floriana Tuna,https://orcid.org/0000-0002-5541-1750,University of Manchester,GB,1186,20024
J. Incandela,https://orcid.org/0000-0001-9850-2030,"University of California, Santa Barbara",US,1186,47431
Harvey D. White,https://orcid.org/0000-0001-7712-6750,,,1186,122501
Davey L. Jones,https://orcid.org/0000-0002-1482-4209,Bangor University,GB,1186,71230
Andrea Baccarelli,https://orcid.org/0000-0002-3436-0640,Harvard University,US,1186,63258
Fang Li,https://orcid.org/0009-0001-0407-8943,,,1186,130
Shinji Tanaka,https://orcid.org/0000-0002-0480-3957,Fukuoka University,JP,1186,43899
W. H. Trzaska,https://orcid.org/0000-0003-0672-9137,Centre de physique des particules de Marseille,FR,1186,46202
Sang‐Woo Kim,https://orcid.org/0000-0002-0079-5806,Pohang University of Science and Technology,KR,1186,46904
L. Kumar,https://orcid.org/0000-0002-2746-9840,Panjab University,IN,1186,44907
Johannes Schwarz,https://orcid.org/0000-0003-2946-4987,,,1186,9996
Ian Hindmarch,,,,1186,3593
F. Siddiqi,,Research Institute for Fragrance Materials,US,1186,1716
Ravi Naidu,https://orcid.org/0000-0002-1520-2495,Deakin University,AU,1185,65270
Carlo Selmi,https://orcid.org/0000-0002-0323-0376,Humanitas University,IT,1185,25541
慎治 安藤,,,,1185,0
Alan C. Evans,https://orcid.org/0000-0003-3841-6098,Montreal Neurological Institute and Hospital,CA,1185,155024
Yasuhiro Kodera,https://orcid.org/0000-0002-6173-7474,Nagoya Medical Center,JP,1185,28951
LI Nan,,Shanxi Eye Hospital,CN,1185,24
F. Guescini,https://orcid.org/0000-0001-5351-2673,Max Planck Institute for Physics,DE,1185,67956
J. Th. M. De Hosson,https://orcid.org/0000-0002-2587-3233,,,1185,27084
B. L. Winer,https://orcid.org/0000-0001-9980-4698,State Library of Ohio,US,1185,45057
En–Hou Han,https://orcid.org/0000-0001-8567-6365,Chinese Academy of Sciences,CN,1185,38937
Ian M. Adcock,https://orcid.org/0000-0003-2101-8843,Shanghai Jiao Tong University,CN,1185,60753
Charles F. Reynolds,https://orcid.org/0000-0002-2605-7887,University of Pittsburgh,US,1185,109781
Ali Guermazi,https://orcid.org/0000-0002-9374-8266,Boston University,US,1185,46914
Jessica Di Salvatore,https://orcid.org/0000-0001-7654-9794,University of Florence,IT,1185,983
Richard R. Schrock,https://orcid.org/0000-0001-5827-3552,"University of California, Riverside",US,1185,57799
Johannes Oldenburg,https://orcid.org/0000-0002-1585-4100,University of Bonn,DE,1185,26993
Guang‐Zhong Yang,https://orcid.org/0000-0003-4060-4020,Shanghai Jiao Tong University,CN,1185,42078
Dmitri Golberg,https://orcid.org/0000-0003-2298-6539,Queensland University of Technology,AU,1185,72643
Jun Chen,https://orcid.org/0000-0001-8604-9689,Nankai University,CN,1185,118666
Hu,,University Medical Center Groningen,NL,1185,1768
Barbara J. Mason,,Scripps Research Institute,US,1185,9522
Nicolás Roche,https://orcid.org/0000-0002-3162-5033,Université Paris Cité,FR,1184,42033
Stefan D. Anker,https://orcid.org/0000-0002-0805-8683,Brigham and Women's Hospital,US,1184,146630
Vinod H. Thourani,https://orcid.org/0000-0002-9309-2623,Valve (United States),US,1184,77649
Ruth J. F. Loos,https://orcid.org/0000-0002-8532-5087,Chinese Academy of Medical Sciences & Peking Union Medical College,CN,1184,156141
Eyal Sheiner,https://orcid.org/0000-0002-0454-6874,Ben-Gurion University of the Negev,IL,1184,22500
Gerard C. Blobe,https://orcid.org/0000-0002-4274-8901,Duke University,US,1184,14902
최영진,,,,1184,195
이상윤,,,,1184,140
Bernhard Ø. Palsson,https://orcid.org/0000-0003-2357-6785,Novo Nordisk Foundation,DK,1184,112505
Makoto Ogawa,https://orcid.org/0000-0002-3781-2016,Osaka City General Hospital,JP,1184,25930
Photographer Arthur Llewellyn Basham,,,,1184,0
Christian Brecher,https://orcid.org/0000-0002-8049-3364,RWTH Aachen University,DE,1184,11949
이수영,,Samsung (South Korea),KR,1184,168
Zhihua Wang,https://orcid.org/0000-0001-6567-0759,Jiujiang Vocational University,CN,1184,9825
Meilin Liu,https://orcid.org/0000-0002-6188-2372,Hunan Institute of Science and Technology,CN,1184,86925
Yong Yang,https://orcid.org/0000-0002-9928-7165,Xi'an University of Science and Technology,CN,1184,47953
Yonghui Li,https://orcid.org/0000-0001-7702-1123,The University of Sydney,AU,1184,31206
Chi Zhang,https://orcid.org/0000-0002-5237-8916,Tongji University,CN,1184,27371
Hong,,Yan'an University,CN,1184,1521
D. Iliadis,https://orcid.org/0000-0001-6303-2761,Stockholm University,SE,1184,94891
C. Lazzeroni,https://orcid.org/0000-0003-4074-4787,Aix-Marseille Université,FR,1184,52185
Pla Uni,,,,1183,723
Christopher G. Maher,https://orcid.org/0000-0002-1628-7857,The University of Sydney,AU,1183,75196
Ibón Alkorta,https://orcid.org/0000-0001-6876-6211,Instituto de Química Médica,ES,1183,33337
Mario Boccadoro,https://orcid.org/0000-0001-8130-5209,European Heart Network,BE,1183,48741
Hirohisa Saito,https://orcid.org/0000-0002-6630-8337,National Center For Child Health and Development,JP,1183,34044
Khalil Amine,https://orcid.org/0000-0001-9206-3719,Argonne National Laboratory,US,1183,113286
Xin‐Yuan Guan,https://orcid.org/0000-0002-4485-6017,Sun Yat-sen University,CN,1183,40974
Fei Wang,https://orcid.org/0000-0002-1614-7184,Hubei University of Technology,CN,1183,504
Mark Andrews,https://orcid.org/0000-0002-9269-610X,Vassar College,US,1183,1145
E. Won,https://orcid.org/0000-0002-4245-7442,Twitter (United States),US,1183,45226
Francis J. Giles,https://orcid.org/0000-0002-6919-0231,,,1183,57691
K. Ntekas,https://orcid.org/0000-0001-9252-6509,European Organization for Nuclear Research,CH,1183,66478
Murray F. Brennan,https://orcid.org/0000-0003-2358-4371,Memorial Sloan Kettering Cancer Center,US,1183,110857
Wolfram Trudo Knoefel,https://orcid.org/0000-0003-2472-8314,Düsseldorf University Hospital,DE,1183,16447
Jia Liu,https://orcid.org/0000-0003-0383-0934,Shaoxing University,CN,1183,31163
A. Nayak,https://orcid.org/0000-0002-7716-4981,National Institute of Science Education and Research,IN,1183,71500
B. S. Zou,https://orcid.org/0000-0002-3000-7540,University of Science and Technology of China,CN,1183,33883
K. Harder,https://orcid.org/0000-0002-2965-6973,Rutherford Appleton Laboratory,GB,1183,63472
Z. Zhao,https://orcid.org/0000-0001-6758-3974,Jiangsu University,CN,1183,60141
A. Bhasin,https://orcid.org/0000-0002-3687-8179,University of Jammu,IN,1182,66124
J. C. Raymond,https://orcid.org/0000-0002-7868-1622,Smithsonian Astrophysical Observatory,US,1182,25850
S. W. Koch,https://orcid.org/0000-0001-5473-0170,,,1182,31981
Makoto Konagai,https://orcid.org/0000-0002-3115-0058,Tokyo City University,JP,1182,11569
Kizashi Yamaguchi,https://orcid.org/0000-0002-4411-7425,Panasonic (Japan),JP,1182,23364
Aaron Phillips,,Coe College,US,1182,130
Sabina Signoretti,https://orcid.org/0000-0002-5000-9105,,,1182,100316
Анна В. Вологжанина,https://orcid.org/0000-0002-6228-303X,A. N. Nesmeyanov Institute of Organoelement Compounds,RU,1182,4923
Mitsuo Shimada,https://orcid.org/0000-0003-1255-4783,Tokushima University Hospital,JP,1182,30374
Anil K. Jain,https://orcid.org/0000-0002-6369-6995,Federal Reserve,US,1182,158796
H. Tsunemi,,Osaka Health Science University,JP,1182,11271
José Antonio,,Harvard University Press,US,1182,555
Scott Rozelle,https://orcid.org/0000-0001-5053-0243,Hoover Institution,US,1182,39198
D. Berge,https://orcid.org/0000-0002-2918-1824,Deutsches Elektronen-Synchrotron DESY,DE,1181,89586
Dirk Einecke,,Springer Nature (Germany),DE,1181,39
Chih‐Ping Chen,https://orcid.org/0000-0002-0281-7554,Ming Chi University of Technology,TW,1181,18823
Erik R. Ivins,https://orcid.org/0000-0003-0148-357X,Jet Propulsion Laboratory,US,1181,9162
Pi‐Tai Chou,https://orcid.org/0000-0002-8925-7747,National Taiwan University of Science and Technology,TW,1181,44904
Manuel De la Sen,https://orcid.org/0000-0001-9320-9433,University of the Basque Country,ES,1181,9548
Jiebo Luo,https://orcid.org/0000-0002-4516-9729,University of Rochester,US,1181,45338
P. Levchenko,https://orcid.org/0000-0003-4913-0538,,,1181,80814
Irina Yu. Bagryanskaya,https://orcid.org/0000-0001-7760-5540,Novosibirsk Institute of Organic Chemistry,RU,1181,4498
K. Hono,https://orcid.org/0000-0001-7367-0193,National Institute for Materials Science,JP,1181,50537
William S. Sheldrick,,Ruhr University Bochum,DE,1181,16625
Dan Li,https://orcid.org/0000-0003-3461-5751,Nanjing Agricultural University,CN,1181,66431
Jun Chen,https://orcid.org/0000-0002-2362-5359,Tianjin Medical University General Hospital,CN,1181,32107
Yan Li,https://orcid.org/0000-0003-0096-0813,Kunming University of Science and Technology,CN,1181,25810
George B. Kauffman,,"California State University, Fresno",US,1181,6097
Manfred V. Singer,,SRH Hochschule für Gesundheit Gera,DE,1181,7314
Florida Historical Society,,,,1181,0
Jan H.M. Schellens,https://orcid.org/0000-0001-6832-1976,University of Applied Sciences Utrecht,NL,1180,60056
Aaron Burrell,,,,1180,20
Ching‐Hon Pui,https://orcid.org/0000-0003-0303-5658,St. Jude Children's Research Hospital,US,1180,93854
张萍,,,,1180,34
D. Fassouliotis,https://orcid.org/0000-0003-1289-2141,National and Kapodistrian University of Athens,GR,1180,64325
A. Contu,https://orcid.org/0000-0002-3545-2969,"Istituto Nazionale di Fisica Nucleare, Sezione di Cagliari",IT,1180,42735
Guido Marcucci,https://orcid.org/0000-0002-3983-5908,City Of Hope National Medical Center,US,1180,54704
Christian Dewey,https://orcid.org/0000-0003-1954-8298,University of Minnesota,US,1180,264
Rudolf Groß,https://orcid.org/0000-0003-4524-7552,Bavarian Academy of Sciences and Humanities,DE,1180,6337
K. C. Freeman,https://orcid.org/0000-0001-6280-1207,Australian National University,AU,1180,47888
김효진,,Korea Institute of Science and Technology,KR,1180,181
R. Konoplich,https://orcid.org/0000-0002-6223-7017,Manhattan University,US,1180,100884
Alexandre Dumas,,Université du Québec à Trois-Rivières,CA,1180,476
Patrick Neven,https://orcid.org/0000-0002-1434-9460,KU Leuven,BE,1179,39756
Stephen M. Hewitt,https://orcid.org/0000-0001-8283-1788,National Institutes of Health,US,1179,40944
Daniel R. Weinberger,https://orcid.org/0000-0003-2409-2969,Johns Hopkins University,US,1179,131609
M. Sannino,https://orcid.org/0000-0001-7700-8383,University of Rome Tor Vergata,IT,1179,56973
В. Ф. Тарасенко,https://orcid.org/0000-0001-5706-3211,Institute of High Current Electronics,RU,1179,9043
Albert Beckers,https://orcid.org/0000-0001-6351-1367,Centre Hospitalier Universitaire de Liège,BE,1179,20030
Günther Deuschl,https://orcid.org/0000-0002-4176-9196,Radboud University Nijmegen,NL,1179,87343
Ichizo Nishino,https://orcid.org/0000-0001-9452-112X,National Center of Neurology and Psychiatry,JP,1179,43916
Takashi Nakamura,https://orcid.org/0000-0003-0326-1903,Jikei University School of Medicine,JP,1179,45028
Kibale Chimpanzee Project,,Harvard University Press,US,1179,0
F. Lacroix,https://orcid.org/0000-0002-4304-8843,"University of California, Riverside",US,1179,92332
Linda Dykstra,,University of North Carolina at Chapel Hill,US,1179,2872
Yan,,,,1179,3653
Ralph Schröder,,University of Cape Town,ZA,1179,0
Paul Workman,https://orcid.org/0000-0003-1659-3034,Institute of Cancer Research,GB,1178,46490
Sanjiv J. Shah,https://orcid.org/0000-0002-5655-8201,Northwestern University,US,1178,65691
Michele Zorzi,https://orcid.org/0000-0003-2870-4678,University of Padua,IT,1178,41119
Terence J. O’Brien,https://orcid.org/0000-0002-7198-8621,The Royal Melbourne Hospital,AU,1178,40466
C. Betancourt,https://orcid.org/0000-0001-9886-7427,University of Zurich,CH,1178,53273
David T. Felson,https://orcid.org/0000-0002-2668-2447,Manchester University NHS Foundation Trust,GB,1178,164727
Jérôme Marrot,https://orcid.org/0000-0002-5351-4908,Centre National de la Recherche Scientifique,FR,1178,15486
João F. Mano,https://orcid.org/0000-0002-2342-3765,University of Aveiro,PT,1178,53935
K. Abe,https://orcid.org/0000-0002-0876-8319,High Energy Accelerator Research Organization,JP,1178,43334
R. Miller,https://orcid.org/0000-0001-8943-7521,Technische Universität Darmstadt,DE,1178,33326
Eileen M. O’Reilly,https://orcid.org/0000-0002-8076-9199,Memorial Sloan Kettering Cancer Center,US,1178,45041
Richard Horton,https://orcid.org/0000-0003-1792-5408,,,1178,20555
Anders M. Dale,https://orcid.org/0000-0002-6126-2966,Oslo University Hospital,NO,1178,186221
Hiroyuki Tsutsui,https://orcid.org/0000-0002-5291-2875,Kyushu University,JP,1178,47604
Eduardo Marchesi,,Universidad de la República de Uruguay,UY,1178,2
Yoshinobu Kanda,https://orcid.org/0000-0002-4866-9307,Jichi Medical University,JP,1177,36291
Gail Williams,https://orcid.org/0000-0002-4822-5263,Queensland Health,AU,1177,54472
F. Aharonian,https://orcid.org/0000-0003-1157-3915,University of Science and Technology of China,CN,1177,45151
Richard B. Freeman,https://orcid.org/0000-0001-9471-8117,Harvard University Press,US,1177,41881
Ruedi Aebersold,https://orcid.org/0000-0002-9576-3267,University of Zurich,CH,1177,174637
Toshiyoshi Fujiwara,https://orcid.org/0000-0002-5377-6051,Okayama University,JP,1177,18401
K. T. V. Grattan,https://orcid.org/0000-0003-2250-3832,"St George's, University of London",GB,1177,19082
Izabel Stohel,,Environmental Molecular Sciences Laboratory,US,1177,0
M. M. Obertino,https://orcid.org/0000-0002-8781-8192,Università degli Studi del Piemonte Orientale “Amedeo Avogadro”,IT,1177,67399
Chen,,,,1177,1958
Zhi‐Xun Shen,https://orcid.org/0000-0002-1454-0281,SLAC National Accelerator Laboratory,US,1176,62698
Diane A. Dickie,https://orcid.org/0000-0003-0939-3309,University of Virginia,US,1176,5274
E. M. Baldin,https://orcid.org/0000-0002-9854-975X,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,FR,1176,47643
Elizabeth A. Mittendorf,https://orcid.org/0000-0002-9762-8536,Brigham and Women's Hospital,US,1176,30669
Lars G. Svensson,https://orcid.org/0000-0002-5749-4588,Cleveland Clinic,US,1176,78507
James L. Januzzi,https://orcid.org/0000-0002-8338-1798,Harvard University,US,1176,102169
Sarah Burton,https://orcid.org/0000-0003-3077-6304,Pacific Northwest National Laboratory,US,1176,9565
Claudio Franceschi,https://orcid.org/0000-0001-9841-6386,N. I. Lobachevsky State University of Nizhny Novgorod,RU,1176,96255
Philip Rosenthal,https://orcid.org/0000-0001-7840-5401,"University of California, San Francisco",US,1176,16496
李 俊,,,,1176,102
Jinfeng Wang,https://orcid.org/0000-0002-6687-9420,Jiaozuo University,CN,1176,26918
M. Vander Donckt,https://orcid.org/0000-0002-9253-8611,Institute of Nuclear Physics of Lyon,FR,1176,65394
Jing Jing,https://orcid.org/0000-0002-5517-402X,Beijing Institute of Technology,CN,1176,2056
Vincent Soriano,https://orcid.org/0000-0002-4624-5199,Fundación Instituto Valenciano de Oncología,ES,1175,36355
M. Shopova,https://orcid.org/0000-0001-6664-2493,Bulgarian Academy of Sciences,BG,1175,29466
A. Gozzelino,https://orcid.org/0000-0002-6284-1126,"Istituto Nazionale di Fisica Nucleare, Sezione di Padova",IT,1175,84462
Christine B. Ambrosone,https://orcid.org/0000-0003-1717-9943,Roswell Park Comprehensive Cancer Center,US,1175,32875
Se‐Kwon Kim,https://orcid.org/0000-0001-6507-9539,Yonsei University,KR,1175,56770
Janusz Pawliszyn,https://orcid.org/0000-0002-9975-5811,University of Waterloo,CA,1175,64873
F. Dordei,https://orcid.org/0000-0002-2571-5067,"Istituto Nazionale di Fisica Nucleare, Sezione di Cagliari",IT,1175,43995
Kim R. Dunbar,https://orcid.org/0000-0001-5728-7805,Texas A&M University,US,1175,25939
Saige Smith,,Environmental Molecular Sciences Laboratory,US,1175,0
Thomas M. Antonsen,https://orcid.org/0000-0002-2362-2430,Leidos (United States),US,1175,18144
Alexandre Mebazaa,https://orcid.org/0000-0001-8715-7753,Délégation Paris 5,FR,1175,96947
Yimei Zhu,https://orcid.org/0000-0002-1638-7217,Anhui University of Science and Technology,CN,1175,41236
F. C. Porter,https://orcid.org/0000-0003-1948-8889,California Institute of Technology,US,1175,46229
M. Owen,https://orcid.org/0000-0001-6820-0488,University of Glasgow,GB,1175,63796
Zhang,,,,1175,1462
"Leal Insua, Francisco, 1910-1997",,,,1175,0
Peter W.F. Wilson,https://orcid.org/0000-0002-5653-7056,Emory University,US,1174,160214
D. G. Hitlin,https://orcid.org/0000-0003-4028-6982,California Institute of Technology,US,1174,40708
이상용,,,,1174,111
Gerasimos Filippatos,https://orcid.org/0000-0002-5640-0332,Brigham and Women's Hospital,US,1174,207633
Klaus F. Rabe,https://orcid.org/0000-0002-7020-1401,Christian-Albrechts-Universität zu Kiel,DE,1174,70600
Josep María Haro,https://orcid.org/0000-0002-3984-277X,Instituto de Salud Carlos III,ES,1174,246451
P. T. O’Brien,https://orcid.org/0000-0002-5128-1899,University of Leicester,GB,1174,58256
Luigi Cavallo,https://orcid.org/0000-0002-1398-338X,Ghent University,BE,1174,50781
Oliver Cromwell,,,,1174,8142
Maria Forsyth,https://orcid.org/0000-0002-4273-8105,Ikerbasque,ES,1174,50784
Yan Wang,https://orcid.org/0000-0001-9324-4191,Huanggang Normal University,CN,1174,18834
Ji‐Hyun Lee,https://orcid.org/0000-0001-6420-5150,Gachon University,KR,1174,25053
Shinichi Sato,https://orcid.org/0000-0001-5519-172X,University of Tokyo Hospital,JP,1174,39067
N. Bruscino,https://orcid.org/0000-0002-6168-689X,"Istituto Nazionale di Fisica Nucleare, Sezione di Roma I",IT,1174,47000
C. S. Pollard,https://orcid.org/0000-0002-3690-3960,University of Warwick,GB,1174,66219
Deirdre Ward,https://orcid.org/0000-0002-3583-4641,Tallaght University Hospital,IE,1173,7599
Michael A. Borger,https://orcid.org/0000-0003-1046-1364,Deutsches Herzzentrum der Charité,DE,1173,110800
Tin Aung,https://orcid.org/0000-0002-7916-0589,SingHealth,SG,1173,62785
Bruce Bower,,,,1173,1344
Yoshinobu Onuma,https://orcid.org/0000-0001-7702-0649,Ollscoil na Gaillimhe – University of Galway,IE,1173,37055
Andrew Berchuck,https://orcid.org/0000-0002-1940-1467,Duke Medical Center,US,1173,87811
Geert Molenberghs,https://orcid.org/0000-0002-6453-5448,University of Antwerp,BE,1173,35940
Joel Gelernter,https://orcid.org/0000-0002-4067-1859,Yale University,US,1173,56791
John P. Hughes,https://orcid.org/0000-0002-8816-6800,"Rutgers, The State University of New Jersey",US,1173,39999
김혜경,,,,1173,256
Lyndon Jones,https://orcid.org/0000-0002-7409-7349,Hong Kong Polytechnic University,HK,1173,34926
Márcio Uehara‐Prado,https://orcid.org/0000-0001-9290-4610,Instituto Chico Mendes de Conservação da Biodiversidade,BR,1173,1390
C. M. Pieters,https://orcid.org/0000-0003-1671-8415,Brown University,US,1173,28391
Benson M. Kariuki,https://orcid.org/0000-0002-8658-3897,Cardiff University,GB,1173,10821
Brittney Gorman,https://orcid.org/0000-0002-5087-3606,Pacific Northwest National Laboratory,US,1173,373
S. Hou,https://orcid.org/0000-0001-9861-151X,"Institute of Physics, Academia Sinica",TW,1173,57418
Xin Chen,https://orcid.org/0000-0003-1990-2058,Zhejiang Sci-Tech University,CN,1173,20244
Gang Wang,https://orcid.org/0000-0002-5842-8080,Wuhan University,CN,1173,23124
Chunhui Wang,https://orcid.org/0000-0001-6081-1487,Management and Science University,MY,1173,33283
Dong Li,https://orcid.org/0000-0002-2692-9091,Jinan University,CN,1173,20605
Lin,,,,1173,2434
F. Fiedler,https://orcid.org/0000-0002-4610-5612,Johannes Gutenberg University Mainz,DE,1173,39324
Karla Muller,https://orcid.org/0000-0002-0408-5705,University of Amsterdam,NL,1173,0
Paul Glasziou,https://orcid.org/0000-0001-7564-073X,Bond University,AU,1172,119020
Hywel C Williams,https://orcid.org/0000-0002-5646-3093,University of Nottingham,GB,1172,125955
Paulo A. Lotufo,https://orcid.org/0000-0002-4856-8450,Universidade de São Paulo,BR,1172,234715
Charles A. Dinarello,https://orcid.org/0000-0002-5073-8316,University of Colorado Anschutz Medical Campus,US,1172,146833
Volker Budach,https://orcid.org/0000-0002-2191-9871,Humboldt-Universität zu Berlin,DE,1172,21861
Mario Scartozzi,https://orcid.org/0000-0001-5977-5546,University of Cagliari,IT,1172,13195
S. Jiggins,https://orcid.org/0000-0003-2906-1977,Deutsches Elektronen-Synchrotron DESY,DE,1172,50891
Riccardo Autorino,https://orcid.org/0000-0001-7045-7725,Rush University Medical Center,US,1172,26564
Joachim Maier,https://orcid.org/0000-0003-2274-6068,Max Planck Institute for Solid State Research,DE,1172,89297
久松 中野,,,,1172,0
Xinghuo Yu,https://orcid.org/0000-0001-8093-9787,The Royal Melbourne Hospital,AU,1172,54428
Gianluca Pontone,https://orcid.org/0000-0002-1339-6679,University of Milan,IT,1172,33097
이영준,,,,1172,193
Jianyong Yu,https://orcid.org/0000-0002-9350-7817,Donghua University,CN,1172,64027
Rolf Müller,https://orcid.org/0000-0002-1042-5665,German Center for Infection Research,DE,1172,52797
Amand Faessler,,University of Tübingen,DE,1172,29639
Yun Wang,https://orcid.org/0000-0001-8619-0455,Liaoning University,CN,1172,36560
Huan Pang,https://orcid.org/0000-0002-5319-0480,Advanced Energy Materials (United States),US,1172,79320
Zhenyang Lin,https://orcid.org/0000-0003-4104-8767,Xi'an University of Science and Technology,CN,1172,27824
Gao,https://orcid.org/0000-0002-7988-2055,,,1172,2351
"Cal y Fernández, Alfonso, 1876-1937",,,,1172,0
Imprenta de El Correo Gallego (Ferrol),,,,1172,0
Srijita Sen‐Chowdhry,,University College London,GB,1171,5735
Wendy J. Brown,https://orcid.org/0000-0001-9093-4509,Bond University,AU,1171,45352
Paul C. Boutros,https://orcid.org/0000-0003-0553-7520,"University of California, Los Angeles",US,1171,57043
김도현,,Hyundai Motors (South Korea),KR,1171,85
В. Ф. Миронов,https://orcid.org/0000-0002-4198-3774,A.E. Arbuzov Institute of Organic and Physical Chemistry,RU,1171,3636
Jakob R. Izbicki,https://orcid.org/0000-0001-6807-8224,Universität Hamburg,DE,1171,49889
M. Lavelle,,Research Institute for Fragrance Materials,US,1171,1903
A. J. Weinstein,https://orcid.org/0000-0002-2126-2419,California Institute of Technology,US,1171,82629
Peter D. Siersema,https://orcid.org/0000-0002-6940-8499,,,1171,43143
Laurence Zitvogel,https://orcid.org/0000-0003-1596-0998,Inserm,FR,1171,155507
Robert Young,https://orcid.org/0000-0002-2686-9594,New Jersey Department of Environmental Protection,US,1171,929
Patricia Melín,https://orcid.org/0000-0001-5798-1426,Tecnológico Nacional de México,MX,1171,22609
W. Luo,https://orcid.org/0000-0003-0137-1797,Northern Illinois University,US,1171,85564
V. Vagnoni,https://orcid.org/0000-0003-2206-311X,"Istituto Nazionale di Fisica Nucleare, Sezione di Bologna",IT,1171,44757
Volkmar Müller,https://orcid.org/0000-0003-4231-7906,Universität Hamburg,DE,1171,28329
Declan Butler,,Veeco (United States),US,1171,8617
James V. Leonard,,,,1171,11671
