organization_name,country,type,city,homepage_url,works_count,cited_by_count
Universidad de Los Lagos,CL,education,Osorno,https://www.ulagos.cl,5827,101494
London Centre for Nanotechnology,GB,facility,London,https://www.london-nano.com/,5825,595299
Eau de Paris (France),FR,company,Ivry-sur-Seine,http://www.eaudeparis.fr/,5825,65276
Forest Research Institute,IN,facility,Dehra Dūn,http://fri.icfre.gov.in/,5824,158527
Centro Universitário Cesumar,BR,education,Maringá,https://www.unicesumar.edu.br,5823,32588
Generalitat de Catalunya,ES,government,Barcelona,https://catalangovernment.eu,5822,247410
University of Wisconsin–Eau Claire,US,education,Eau Claire,http://www.uwec.edu/,5821,242828
Laboratoire d'Informatique de l'École Polytechnique,FR,facility,Palaiseau,https://www.lix.polytechnique.fr/,5819,157234
Wildlife Conservation Society,US,nonprofit,New York,http://www.wcs.org/,5816,728442
"Minnesota State University, Mankato",US,education,Mankato,https://www.mnsu.edu,5816,112828
I.I. Schmalhausen Institute of Zoology,UA,facility,Kyiv,http://www.izan.kiev.ua/,5816,24548
Institute of Economics,CN,facility,Beijing,http://ie.cass.cn/en/about/index.htm,5815,95865
Universität Koblenz,,education,Koblenz,https://www.uni-koblenz.de,5815,296370
Museum of Vertebrate Zoology,US,archive,Berkeley,http://mvz.berkeley.edu/,5814,555007
Zhoukou Normal University,CN,education,Zhoukou,https://www.zknu.edu.cn,5814,137929
Ardabil University of Medical Sciences,IR,education,Ardabil,http://www.arums.ac.ir/,5813,153252
Eni (Italy),IT,company,Rome,https://www.eni.com/,5812,276867
Chongqing Institute of Green and Intelligent Technology,CN,facility,Chongqing,http://english.cigit.cas.cn/,5812,422414
Guangdong General Hospital,CN,healthcare,Guangzhou,http://www.gdghospital.org.cn/EN/Index.php,5810,535801
Université Nantes Angers Le Mans,FR,education,Nantes,http://www.lunam.fr,5807,360446
Taishan University,CN,education,Tai’an,http://www.tsu.edu.cn/,5807,73331
Universidad de Lima,PE,education,Lima,https://www.ulima.edu.pe,5806,40627
Jingdezhen Ceramic Institute,CN,education,Jingdezhen,https://www.jci.edu.cn,5803,187039
Southwestern University,US,education,Georgetown,https://www.southwestern.edu,5803,184355
Gran Sasso Science Institute,IT,education,L’Aquila,https://www.gssi.it,5802,1310973
European University Cyprus,CY,education,Nicosia,https://www.euc.ac.cy/,5800,139389
Beijing Chaoyang Emergency Medical Center,CN,healthcare,Beijing,https://www.emcbj.com/,5800,139638
Istituto Nazionale per le Malattie Infettive Lazzaro Spallanzani,IT,healthcare,Rome,http://www.inmi.it/,5798,767101
Hunan Institute of Science and Technology,CN,education,Yueyang,http://www.hnist.cn/,5795,160009
Jiangsu Provincial Center for Disease Control and Prevention,CN,government,Nanjing,https://www.jscdc.cn,5795,337232
"Physiologie, Environnement et Génétique pour l'Animal et les Systèmes d'Elevage",FR,facility,Saint-Gilles,https://pegase.rennes.hub.inrae.fr,5794,204445
Hong Kong Jockey Club,CN,nonprofit,Shatin,http://www.hkjc.com/home/english/index.aspx,5794,410095
Mokpo National University,KR,education,Muan,http://eng.mokpo.ac.kr/index.9is,5793,190987
Leipzig Heart Institute,DE,facility,Leipzig,http://leipzig-heart.de/,5793,851895
Federal Medical Centre,NG,healthcare,Owerri,,5793,69360
National Institute of Oceanography and Applied Geophysics,IT,facility,Trieste,https://www.ogs.it,5793,246829
S.N. Bose National Centre for Basic Sciences,IN,facility,Kolkata,http://newweb.bose.res.in/,5793,215154
Jan Evangelista Purkyně University in Ústí nad Labem,CZ,education,Ústí nad Labem,https://www.ujep.cz,5792,106096
Embedded Systems (United States),US,company,Middletown,http://es-llc.com/,5792,156944
Baycrest Hospital,CA,healthcare,Toronto,https://www.baycrest.org/,5791,781655
Institut Català de la Salut,ES,healthcare,Barcelona,http://www.gencat.cat/ics/,5790,201628
Rice Research Institute,CN,facility,Guangzhou,http://www.gdrice.cn/,5788,471492
Government Medical College,IN,education,Nagpur,http://gmcnagpur.gov.in/,5787,90481
Universidad Técnica Estatal de Quevedo,EC,education,Quevedo,https://www.uteq.edu.ec,5787,24612
Siberian State Medical University,RU,education,Tomsk,https://www.ssmu.ru,5785,79652
University Hospitals Coventry and Warwickshire NHS Trust,GB,healthcare,Coventry,http://www.uhcw.nhs.uk/,5785,333642
"Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences",RU,facility,Vladivostok,http://www.ich.dvo.ru/,5784,167827
University Health Care System,US,healthcare,Augusta,https://www.universityhealth.org/,5784,35977
Macalester College,US,education,Saint Paul,https://www.macalester.edu,5784,173518
IQ Samhällsbyggnad,SE,other,Stockholm,https://iqs.se,5781,28521
Veer Surendra Sai University of Technology,IN,education,Sambalpur,https://www.vssut.ac.in,5780,164482
Regenstrief Institute,US,nonprofit,Indianapolis,https://www.regenstrief.org/,5779,688685
Laboratoire de Géologie de l’École Normale Supérieure,FR,facility,Paris,http://www.geologie.ens.fr/spiplabocnrs/,5779,655046
Hospital Universitario de Getafe,ES,healthcare,Getafe,https://www.comunidad.madrid/hospital/getafe/,5776,299339
St Vincent's Clinic,AU,healthcare,Darlinghurst,https://stvincentsclinic.com.au/home,5775,695752
National Hospital,IN,healthcare,Kozhikode,http://www.nationalhospitals.com/#,5774,305934
Nutrition Sciences (Belgium),BE,company,Ghent,http://www.nutrition-sciences.com/,5774,312026
Praxis für Humangenetik,DE,facility,Bremen,http://www.praxis-fuer-humangenetik.de/,5772,162464
Ferrari (Italy),IT,company,Maranello,http://corporate.ferrari.com/en,5772,306774
Jüdisches Krankenhaus Berlin,DE,healthcare,Berlin,https://www.juedisches-krankenhaus.de/home.html,5770,60787
Lancaster University Ghana,GH,education,Accra,http://www.lancaster.edu.gh/,5770,158583
Forests and Societies,FR,facility,Montpellier,https://ur-forets-societes.cirad.fr/en,5770,106806
Eskisehir Technical University,TR,education,Eskişehir,https://eskisehir.edu.tr,5769,80607
University of the Philippines System,PH,education,Quezon City,http://www.up.edu.ph/,5768,110130
Shiga University,JP,education,Hikone,http://www.shiga-u.ac.jp/english/,5768,167677
Simula Research Laboratory,NO,facility,Oslo,https://www.simula.no/,5767,228013
Siemens Healthcare (United States),US,company,Malvern,https://www.siemens-healthineers.com,5767,249745
China Academy of Railway Sciences,CN,facility,Beijing,http://www.rails.com.cn/en/,5766,65874
Persian Gulf University,IR,education,Bandar Būshehr,http://www.pgu.ac.ir/web/guest/home,5764,152960
City College,US,education,Fort Lauderdale,http://www.citycollege.edu/,5763,247234
University Children’s Hospital Basel,CH,healthcare,Basel,https://www.ukbb.ch/,5763,299096
Charles R. Drew University of Medicine and Science,US,education,Los Angeles,http://www.cdrewu.edu/,5759,557196
Culham Centre for Fusion Energy,GB,facility,Abingdon,http://www.ccfe.ac.uk/,5758,557338
Magee-Womens Hospital,US,healthcare,Pittsburgh,http://www.upmc.com/locations/hospitals/magee/pages/default.aspx,5757,413028
Géosciences Montpellier,FR,facility,Montpellier,https://www.gm.umontpellier.fr,5757,239105
Liverpool Heart and Chest Hospital,GB,healthcare,Liverpool,http://www.lhch.nhs.uk/About-Us/,5756,290306
Instituto Federal do Paraná,BR,education,Curitiba,https://ifpr.edu.br,5755,47862
Universidad Laica Eloy Alfaro de Manabí,EC,education,Manta,https://www.uleam.edu.ec,5755,21092
Fraunhofer Institute for Solar Energy Systems,DE,facility,Freiburg im Breisgau,http://www.ise.fraunhofer.de/en,5755,597377
Plovdiv University,BG,education,Plovdiv,https://uni-plovdiv.bg/,5753,85394
Noakhali Science and Technology University,BD,education,Chittagong,http://www.nstu.edu.bd/,5753,141558
American International University-Bangladesh,BD,education,Dhaka,http://aiub.edu/,5752,92786
PLA Rocket Force University of Engineering,CN,education,Xi'an,http://www.epgc.net/,5752,55307
Combined Military Hospital,PK,healthcare,Rawalpindi,https://combined-military-hospital-hospital.business.site/,5751,44159
Institute for Technical Physics and Materials Science,HU,facility,Budapest,https://www.mfa.kfki.hu/,5751,271669
University of Defence,CZ,education,Brno,http://www.vojenskaskola.cz/en/isms/Pages/default.aspx,5751,147289
IQVIA (United States),US,company,Durham,https://www.iqvia.com/,5749,219550
Tecnalia,ES,other,Donostia / San Sebastian,http://www.tecnalia.com/en/,5748,324037
"Istituto Nazionale di Fisica Nucleare, Sezione di Cagliari",IT,facility,Monserrato,https://www.ca.infn.it,5748,1030525
Franklin & Marshall College,US,education,Lancaster,https://www.fandm.edu,5746,236832
St. Luke's International Hospital,JP,healthcare,Tokyo,http://hospital.luke.ac.jp/eng/,5746,199046
Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,FR,facility,Orsay,https://www.limsi.fr/,5746,179852
Kerckhoff Klinik,DE,healthcare,Bad Nauheim,https://www.kerckhoff-klinik.de,5746,456684
INCLIVA Health Research Institute,ES,healthcare,Valencia,https://www.incliva.es,5745,507046
Hodges University,US,education,Naples,https://www.hodges.edu/,5743,92500
Adama Science and Technology University,ET,education,Nazrēt,http://www.astu.edu.et/,5743,106002
Cyprus Institute,CY,other,Nicosia,http://www.cyi.ac.cy/,5741,199639
Kumaun University,IN,education,Nainital,http://www.kunainital.ac.in/,5739,163114
Max Planck Institute of Biophysics,DE,facility,Frankfurt am Main,https://www.biophys.mpg.de,5739,572080
Instituto Evandro Chagas,BR,facility,Ananindeua,http://www.iec.gov.br/,5738,421173
Changi General Hospital,SG,healthcare,Singapore,http://www.cgh.com.sg/Pages/Home.aspx,5735,211009
Koblenz University of Applied Sciences,DE,education,Koblenz,https://www.hs-koblenz.de/en/home/,5734,69073
Sir Ganga Ram Hospital,IN,healthcare,New Delhi,https://sgrh.com,5734,201913
Fujian Institute of Oceanography,CN,nonprofit,Amoy,http://www.fjio.net/,5734,284661
Shanghai Academy of Agricultural Sciences,CN,facility,Shanghai,https://www.saas.sh.cn,5733,333441
Sina Hospital,IR,healthcare,Tehran,https://sinahospital.tums.ac.ir,5732,172969
Tygerberg Hospital,ZA,healthcare,Cape Town,https://www.westerncape.gov.za/your_gov/153,5731,349716
Centro de Investigación y Estudios Superiores en Antropología Social,MX,facility,Mexico City,https://ciesas.edu.mx,5731,24947
Elisabeth-TweeSteden Ziekenhuis,NL,healthcare,Tilburg,http://www.elisabeth.nl/,5730,359105
Institute of Immunology,HR,facility,Zagreb,https://www.imz.hr/,5728,635160
MedStar Health,US,healthcare,Columbia,http://www.medstarhealth.org,5728,408395
York St John University,GB,education,York,http://www.yorksj.ac.uk/,5727,83447
Manipur University,IN,education,Imphal,https://manipuruniv.ac.in,5727,69720
Louisiana Department of Natural Resources,US,government,Baton Rouge,http://dnr.louisiana.gov/,5727,362329
Departamento de Salud,ES,government,Pamplona,https://www.navarra.es/es/gobierno-de-navarra/departamento-de-salud,5727,95368
Norwegian Veterinary Institute,NO,facility,Oslo,https://www.vetinst.no,5727,359385
Central Salt and Marine Chemicals Research Institute,IN,facility,Bhavnagar,https://www.csmcri.res.in/,5726,610920
Trakia University,BG,education,Stara Zagora,https://trakia-uni.bg,5726,87296
Clalit Health Services,IL,healthcare,Tel Aviv,http://www.clalit-global.co.il/en/,5726,297083
Indian Institute of Astrophysics,IN,facility,Bengaluru,https://www.iiap.res.in,5725,161768
Girls Incorporated,US,nonprofit,New York,http://www.girlsinc.org/,5724,249663
National Institute for Research and Development of Isotopic and Molecular Technologies,RO,facility,Cluj-Napoca,http://www.itim-cj.ro/en/index.php,5723,332075
Northern Jiangsu People's Hospital,CN,healthcare,Yangzhou,http://www.yzsbh.com/Html/News/Articles/537.html,5722,149111
City of Scientific Research and Technological Applications,EG,facility,Alexandria,https://srtacity.sci.eg,5721,223403
Uganda Virus Research Institute,UG,facility,Entebbe,https://www.uvri.go.ug,5721,408985
Institute of Organic Synthesis,RU,facility,Yekaterinburg,http://www.ios.uran.ru/index.php?lang=0,5720,182631
Universität für Weiterbildung Krems,AT,education,Krems,https://www.donau-uni.ac.at,5719,335819
Huaian First People’s Hospital,CN,healthcare,Huai'an,http://www.hasyy.com/,5719,215172
Ministry of Education,TH,government,Bangkok,http://www.en.moe.go.th/,5719,390280
UCSF Benioff Children's Hospital,US,healthcare,Oakland,https://www.ucsfbenioffchildrens.org/,5719,341867
Instituto do Sono,BR,nonprofit,São Paulo,http://www.sono.org.br/,5719,103398
"Universitas Putra Indonesia ""YPTK""",ID,education,Padang,http://www.upiyptk.ac.id/,5715,25638
Associated Press,US,nonprofit,New York,http://www.ap.org/,5714,305542
Children's Health Ireland at Crumlin,IE,healthcare,Dublin,http://www.olchc.ie/,5714,298504
Saitama International Medical Center,JP,healthcare,Saitama,http://www.saitama-med.ac.jp/kokusai/,5714,378370
University Teaching Hospital,ZM,healthcare,Lusaka,http://www.uth.gov.zm/,5713,230037
Unifor,NO,nonprofit,Oslo,https://www.unifor.no/,5712,101965
National Institute for Parasitic Diseases,CN,government,Shanghai,http://www.chinacdc.cn/en/aboutus/orc_9362/201809/t20180926_194257.html,5712,206764
Superior University,PK,education,Lahore,https://www.superior.edu.pk,5712,73711
Issues Research,US,other,Durango,http://www.issuesresearch.com/home.html,5712,197680
Laboratoire de Linguistique et Didactique des Langues Etrangères et Maternelles,FR,facility,Grenoble,https://archives-web.univ-grenoble-alpes.fr/lidilem/lidilem.u-grenoble3.fr/,5712,12921
University of New England,US,education,Biddeford,http://www.une.edu/,5709,188709
Institute of Psychiatry and Neurology,PL,facility,Warsaw,http://www.ipin.edu.pl/,5709,354054
HEC Paris,FR,education,Jouy-en-Josas,https://www.hec.edu,5709,196548
Affiliated Hospital of Jining Medical University,CN,healthcare,Jining,http://www.jyfy.com.cn/,5708,169726
Geisinger Health System,US,healthcare,Danville,http://www.geisinger.org/,5704,445057
Philadelphia College of Osteopathic Medicine,US,education,Philadelphia,http://www.pcom.edu/,5703,144874
Panzhihua University,CN,education,Panzhihua,http://www.pzhu.edu.cn,5702,72357
ETI Elektroelement (Slovenia),SI,company,Izlake,http://www.eti.si/,5702,690
Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology,PK,education,Karachi,https://www.szabist.edu.pk/,5700,67483
Institute of Archaeology,CN,facility,Beijing,http://www.kaogu.cn/en/,5700,90152
Servicio Gallego de Salud,ES,healthcare,Santiago de Compostela,http://www.sergas.es/,5700,369797
National Ilan University,TW,education,Yilan,https://niu-en.niu.edu.tw/bin/home.php,5695,189836
Goa University,IN,education,Taleigao,https://www.unigoa.ac.in/,5693,122659
Chemical Synthesis Lab,SG,facility,Singapore,,5692,403786
Jabatan Perkhidmatan Awam Malaysia,MY,government,Putrajaya,http://www.jpa.gov.my/index.php?lang=en,5691,37478
Chonnam National University Hwasun Hospital,KR,healthcare,Hwasun,https://www.cnuhh.com,5691,307729
Maine Medical Center,US,healthcare,Scarborough,http://www.mmc.org/maine-medical-center-scarborough-campus,5689,438453
Azienda Unita' Sanitaria Locale Di Modena,IT,government,Modena,http://www.ausl.mo.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/1,5689,274468
Kennedy Space Center,US,facility,Merritt Island,https://www.kennedyspacecenter.com/,5687,149920
National Kaohsiung Marine University,TW,education,Kaohsiung City,http://www.nkmu.edu.tw/,5686,276626
Laboratoire de Physique Subatomique et de Cosmologie,FR,facility,Grenoble,http://lpsc.in2p3.fr/index.php/en/,5685,1710240
"Czech Academy of Sciences, Institute of Experimental Botany",CZ,facility,Prague,http://www.ueb.cas.cz,5685,568630
Irkutsk National Research Technical University,RU,education,Irkutsk,https://www.istu.edu,5684,40903
Department of Health,TW,government,Taipei,http://english.doh.gov.taipei/,5683,290992
Mondes Iranien et Indien,FR,facility,Ivry-sur-Seine,http://www.iran-inde.cnrs.fr/?lang=en,5683,3649
Hôpital Charles-Nicolle,FR,healthcare,Rouen,https://www.chu-rouen.fr/hopital_charles_nicolle/,5682,373475
Istanbul Bilgi University,TR,education,Istanbul,https://www.bilgi.edu.tr,5679,136298
Cologne Excellence Cluster on Cellular Stress Responses in Aging Associated Diseases,DE,facility,Cologne,http://cecad.uni-koeln.de/Home.393.0.html,5677,821430
Hebei GEO University,CN,education,Shijiazhuang,https://www.hgu.edu.cn,5677,86801
National Pedagogical University of Uzbekistan,UZ,education,Tashkent,https://www.tdpu.uz,5675,13460
NHS Greater Glasgow and Clyde,GB,healthcare,Glasgow,http://www.nhsggc.org.uk/,5674,250284
"Institute of Optics and Electronics, Chinese Academy of Sciences",CN,facility,Chengdu,https://ioe.cas.cn,5673,295265
Royan Institute,IR,nonprofit,Tehran,http://www.royaninstitute.org/cmsen/index.php,5672,353371
Indianapolis Zoo,US,nonprofit,Indianapolis,https://www.indianapoliszoo.com,5672,296986
Génétique Animale et Biologie Intégrative,FR,facility,Jouy-en-Josas,https://gabi.jouy.hub.inrae.fr,5672,172798
Georgian Technical University,GE,education,Tbilisi,http://gtu.ge/Eng/,5671,95596
Georgi Nadjakov Institute of Solid State Physics,BG,facility,Sofia,http://www.issp.bas.bg/?lang=en,5670,111359
General University Hospital of Patras,GR,healthcare,Pátrai,http://www.pgnp.gr/,5670,263499
Instituto Nacional de Enfermedades Respiratorias,MX,facility,Mexico City,http://www.iner.salud.gob.mx/,5670,367727
Mardin Artuklu University,TR,education,Mardin,https://artuklu.edu.tr,5669,39350
Lesya Ukrainka Volyn National University,UA,education,Lutsk,https://vnu.edu.ua,5669,41459
Kerala Agricultural University,IN,education,Thrissur,https://www.kau.in,5669,65630
Translational Genomics Research Institute,US,facility,Phoenix,https://www.tgen.org/,5668,1599043
Universidade Católica de Pernambuco,BR,education,Recife,https://portal.unicap.br,5667,79617
Korea Electronics Technology Institute,KR,facility,Seongnam-si,https://www.keti.re.kr/main/main.php,5667,236416
Indian Institute of Tropical Meteorology,IN,facility,Pune,http://www.tropmet.res.in/,5666,393952
Rafael Advanced Defense Systems (Israel),IL,company,Haifa,http://www.rafael.co.il/,5665,165893
Centre Hospitalier Universitaire de Sherbrooke,CA,healthcare,Sherbrooke,http://www.chus.qc.ca/en/,5665,335407
Institut national d'études démographiques,FR,facility,Aubervilliers,https://www.ined.fr,5664,99807
Yamagata University Hospital,JP,healthcare,Yamagata,http://www1.id.yamagata-u.ac.jp/,5664,97448
Dibrugarh University,IN,education,Dibrugarh,http://www.dibru.ac.in/,5664,126978
Space Science Institute,US,nonprofit,Boulder,http://www.spacescience.org/,5663,358229
Universidad Cardenal Herrera CEU,ES,education,Valencia,https://www.uchceu.es,5661,179173
Yunnan Observatories,CN,facility,Kunming,http://english.ynao.cas.cn/,5660,202897
Universidad Nacional de Chimborazo,EC,education,Riobamba,https://www.universidades.com.ec,5660,23633
Universidad San Ignacio de Loyola,PE,education,Lima,https://www.usil.edu.pe,5659,61397
Institute of Cytology,RU,facility,Saint Petersburg,http://www.cytspb.rssi.ru/,5659,244520
Raja Ramanna Centre for Advanced Technology,IN,facility,Indore,http://www.cat.ernet.in/,5657,892526
Secretaria de Salud,MX,government,Mexico City,http://portal.salud.gob.mx/,5657,181680
Genome Institute of Singapore,SG,facility,Singapore,https://www.a-star.edu.sg/gis/home,5657,1730646
Inje University Busan Paik Hospital,KR,healthcare,Busan,https://www.paik.ac.kr/busan,5656,204602
Comisión de Investigaciones Científicas,AR,government,La Plata,https://www.cic.gba.gob.ar,5655,108809
Pacific University,US,education,Forest Grove,https://www.pacificu.edu,5654,518981
University of Health Sciences,SO,education,Bosaso,https://uohs.edu.so,5654,88435
Universidade de Taubaté,BR,education,Taubaté,http://www.unitau.br/,5652,72877
Ospedale San Carlo,IT,healthcare,Potenza,http://www.ospedalesancarlo.it/,5652,266244
Kanagawa Cancer Center,,healthcare,Yokohama,https://kcch.kanagawa-pho.jp,5650,290089
Jacobi Medical Center,US,healthcare,New York,https://www.nychealthandhospitals.org/locations/jacobi/,5647,267661
Instituto Tecnológico Superior de Xalapa,MX,education,Xalapa,http://www.itsx.edu.mx,5647,22765
Ospedale San Luigi Gonzaga,IT,healthcare,Orbassano,https://www.sanluigi.piemonte.it,5647,419844
Saint Joseph's University,US,education,Philadelphia,http://www.sju.edu/,5647,153149
Laboratoire d'Optique Appliquée,FR,facility,Palaiseau,https://loa.ensta-paris.fr,5646,375036
Institute of Problems of Mechanical Engineering,RU,facility,Saint Petersburg,http://www.ipme.ru/,5646,86761
President University,ID,education,Bekasi,https://president.ac.id,5645,33011
Tianjin Hospital,CN,healthcare,Tianjin,http://www.tjorthop.org/,5645,165000
Delta Air Lines (United States),US,company,Atlanta,http://www.delta.com/,5644,148940
Beijing Institute of Neurosurgery,CN,facility,Beijing,http://www.bjni.org.cn/,5644,531536
National Veterinary Research Institute,PL,facility,Puławy,https://www.piwet.pulawy.pl,5644,147517
Shanghai Cancer Institute,CN,facility,Shanghai,http://www.shsci.org/ezls.aspx,5643,1219168
"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",BR,education,Belo Horizonte,https://www.ifmg.edu.br,5642,57797
Narayana Health,IN,healthcare,Bengaluru,http://www.narayanahealth.org/,5641,75763
Egypt-Japan University of Science and Technology,EG,education,Alexandria,https://ejust.edu.eg,5641,171609
Buddhist Tzu Chi General Hospital,TW,healthcare,Hualien City,http://www.tzuchi.com.tw/tzuchi_en/,5640,262280
Institute of Neurobiology,BG,facility,Sofia,http://www.bio.bas.bg/neurobio/EN/index.htm,5640,717096
Geoscience Australia,AU,government,Canberra,http://www.ga.gov.au/,5637,262432
Madras Medical College,IN,education,Chennai,http://www.mmc.tn.gov.in/,5636,96541
Ministry of Education,IR,government,Tehran,http://www.medu.ir/portal/home.php?ocode=100010876,5634,424288
Üsküdar University,TR,education,Üsküdar,https://uskudar.edu.tr,5633,81826
University of Nigeria Teaching Hospital,NG,healthcare,Enugu,http://www.unthportal.org/,5632,135577
Vavilov Institute of General Genetics,RU,facility,Moscow,http://en.vigg.ru/,5631,555335
Centre de Génétique Moléculaire,FR,facility,Gif-sur-Yvette,http://www.cgm.cnrs-gif.fr/?lang=fr,5631,881691
Queen Margaret University,GB,education,Edinburgh,http://www.qmu.ac.uk/,5630,203507
Génétique Physiologie et Systèmes d'Elevage,FR,facility,Toulouse,https://genphyse.inrae.fr,5629,243781
Indian Institute of Toxicology Research,IN,facility,Lucknow,http://iitrindia.org/,5629,550362
Universidad Simón Bolívar,CO,education,Barranquilla,https://www.unisimon.edu.co/,5628,71968
Institute of Space Sciences,ES,facility,Cerdanyola del Vallès,https://www.ice.csic.es,5627,636771
Stephen F. Austin State University,US,education,Nacogdoches,http://www.sfasu.edu/,5627,72478
Astronomical Observatory of Capodimonte,IT,facility,Naples,http://www.oacn.inaf.it/,5627,534765
Hunan Institute of Engineering,CN,education,Xiangtan,http://www.hnie.edu.cn/web/guest/home,5626,114815
Dayeh University,TW,education,Dacun,http://www.dyu.edu.tw/english/,5625,197274
Institut de Recerca Biomèdica Catalunya Sud,ES,facility,Tarragona,https://irbcatsud.cat,5624,676442
Chung-Ang University Hospital,KR,healthcare,Seoul,https://ch.cauhs.or.kr,5624,162685
West Virginia University Hospitals,US,healthcare,Morgantown,http://wvumedicine.org/,5623,174907
Laboratoire d'Étude des Microstructures et de Mécanique des Matériaux,FR,facility,Metz,http://www.lem3.univ-lorraine.fr/,5621,187062
MRC Centre for Reproductive Health,GB,facility,Edinburgh,http://www.crh.ed.ac.uk/,5621,693490
Shell (United States),US,company,Houston,http://www.shell.us/,5621,343600
Munster Technological University,IE,facility,Cork,https://www.mtu.ie/,5620,220509
Alabama Agricultural and Mechanical University,US,education,Huntsville,https://www.aamu.edu,5615,134871
Carilion Clinic,US,funder,Roanoke,https://www.carilionclinic.org/,5614,242504
German University in Cairo,EG,education,Cairo,http://www.guc.edu.eg,5614,129619
Office of Science,US,government,Washington,https://www.energy.gov/science/office-science,5613,535016
Georg Simon Ohm University of Applied Sciences Nuremberg,DE,education,Nuremberg,https://www.th-nuernberg.de/de/,5613,35243
North-Caucasus Federal University,RU,education,Stavropol,http://eng.ncfu.ru/,5612,57165
Peninsula College of Medicine and Dentistry,GB,education,Plymouth,http://www.pcmd.ac.uk/,5612,1260867
Tecnologie Avanzate (Italy),IT,company,Turin,http://www.tecnologieavanzate.com/,5611,436968
Ospedale San Bortolo,IT,healthcare,Vicenza,http://www.ulssvicenza.it/,5611,409418
Prevention Institute,US,nonprofit,Oakland,https://www.preventioninstitute.org/,5610,302337
Kellogg's (Canada),CA,company,Mississauga,https://www.kelloggs.ca,5610,406394
Instituto do Câncer do Estado de São Paulo,BR,healthcare,São Paulo,http://www.icesp.org.br/,5608,266307
Laboratoire de Probabilités et Modèles Aléatoires,FR,facility,Paris,http://www.proba.jussieu.fr/,5608,174100
Science and Technology Facilities Council,GB,government,Swindon,https://www.ukri.org/councils/stfc/,5605,596871
First People's Hospital of Yunnan Province,CN,healthcare,Kunming,http://www.ypfph.com/deskAction.do?method=showDesk,5604,144193
Zaozhuang University,CN,education,Zaozhuang,http://www.uzz.edu.cn/,5602,74282
Marie Curie,GB,nonprofit,London,https://www.mariecurie.org.uk/,5602,341919
Hakim Sabzevari University,IR,education,Sabzawār,http://www.hsu.ac.ir/,5601,156095
Ningbo No. 2 Hospital,CN,healthcare,Ningbo,http://www.nbdeyy.com,5599,136566
Kampala International University,UG,education,Kampala,https://www.kiu.ac.ug,5598,75629
École de management de Lyon,FR,education,Lyon,https://em-lyon.com,5598,136907
3M (United States),US,company,Saint Paul,https://www.3m.com/,5597,387650
Wellcome Centre for Integrative Neuroimaging,GB,facility,Oxford,https://www.win.ox.ac.uk/,5595,1646241
Morgantown High School,US,education,Morgantown,https://mohigans.mono.k12.wv.us/,5595,66608
Vladimir State University,RU,education,Vladimir,http://www.vlsu.ru/index.php?id=183,5595,40527
Universidade Regional do Noroeste do Estado do Rio Grande do Sul,BR,education,Ijuí,https://www.unijui.edu.br/,5594,42539
Iranian Research Organization for Science and Technology,IR,facility,Tehran,http://en.irost.org/,5592,87262
BrioBiotech (United States),US,company,Ellicott City,http://www.briobiotech.com/,5591,2829
Fundación Santa Fe de Bogotá,CO,nonprofit,Bogotá,http://www.fsfb.org.co/,5591,86065
Tokyo University of Information Sciences,JP,education,Chiba,http://www.tuis.ac.jp/english/,5590,170365
Lockheed Martin (Canada),CA,company,Ottawa,http://www.lockheedmartin.ca/,5590,106564
Jiangsu Ocean University,CN,education,Haizhou,http://www.hhit.edu.cn/index.htm,5590,114151
Centralny Szpital Kliniczny,PL,healthcare,Łódź,http://www.csk.umed.pl/,5590,14950
Universidade de Santo Amaro,BR,education,São Paulo,http://www.unisa.br/,5590,80965
Hormozgan University of Medical Sciences,IR,education,Bandar Abbas,https://hums.ac.ir,5589,123498
Guangxi Academy of Agricultural Science,CN,education,Nanning,http://www.gxaas.net/,5587,190815
Ho Chi Minh City University of Technology and Engineering,VN,education,Ho Chi Minh City,http://hcmute.edu.vn/,5587,67303
Sciences Po Bordeaux,FR,education,Bordeaux,https://www.sciencespobordeaux.fr,5586,40017
Center For Remote Sensing (United States),US,company,Fairfax,http://www.cfrsi.com/,5586,323866
Institut Parisien de Chimie Moléculaire,FR,facility,Paris,http://www.ipcm.fr/?lang=fr,5585,287557
Pathologie végétale,FR,facility,Montfavet,https://pathologie-vegetale.paca.hub.inrae.fr,5585,167108
New York Times,US,other,Manhattan,https://www.nytco.com,5584,109097
Royal Surrey County Hospital,GB,healthcare,Guildford,http://www.royalsurrey.nhs.uk/,5584,420891
Archéologie et Archéométrie,FR,facility,Lyon,https://www.arar.mom.fr,5584,19701
National Hellenic Research Foundation,GR,funder,Athens,http://www.eie.gr/index-en.html,5584,327543
Samudra University,ID,education,Langsa,http://unsam.ac.id/,5582,29114
Kazan State Technical University named after A. N. Tupolev,RU,education,Kazan’,https://www.kai.ru,5578,54071
James Cook University Hospital,GB,healthcare,Middlesbrough,http://southtees.nhs.uk/hospitals/james-cook/,5577,311356
Gannan Medical University,CN,education,Ganzhou,http://english.gmu.cn:8080/,5577,146368
