authors,categories,comment,doi,entry_id,journal_ref,pdf_url,primary_category,published,summary,title,updated
"[arxiv.Result.Author('Yushi Cao'), arxiv.Result.Author('Zhiming Li'), arxiv.Result.Author('Tianpei Yang'), arxiv.Result.Author('Hao Zhang'), arxiv.Result.Author('Yan Zheng'), arxiv.Result.Author('Yi Li'), arxiv.Result.Author('Jianye Hao'), arxiv.Result.Author('Yang Liu')]",['cs.AI'],,,http://arxiv.org/abs/2205.13728v1,,http://arxiv.org/pdf/2205.13728v1,cs.AI,2022-05-27 02:50:13+00:00,"Despite achieving superior performance in human-level control problems,
unlike humans, deep reinforcement learning (DRL) lacks high-order intelligence
(e.g., logic deduction and reuse), thus it behaves ineffectively than humans
regarding learning and generalization in complex problems. Previous works
attempt to directly synthesize a white-box logic program as the DRL policy,
manifesting logic-driven behaviors. However, most synthesis methods are built
on imperative or declarative programming, and each has a distinct limitation,
respectively. The former ignores the cause-effect logic during synthesis,
resulting in low generalizability across tasks. The latter is strictly
proof-based, thus failing to synthesize programs with complex hierarchical
logic. In this paper, we combine the above two paradigms together and propose a
novel Generalizable Logic Synthesis (GALOIS) framework to synthesize
hierarchical and strict cause-effect logic programs. GALOIS leverages the
program sketch and defines a new sketch-based hybrid program language for
guiding the synthesis. Based on that, GALOIS proposes a sketch-based program
synthesis method to automatically generate white-box programs with
generalizable and interpretable cause-effect logic. Extensive evaluations on
various decision-making tasks with complex logic demonstrate the superiority of
GALOIS over mainstream baselines regarding the asymptotic performance,
generalizability, and great knowledge reusability across different
environments.",GALOIS: Boosting Deep Reinforcement Learning via Generalizable Logic Synthesis,2022-05-27 02:50:13+00:00
"[arxiv.Result.Author('Min Li'), arxiv.Result.Author('Zhengyuan Shi'), arxiv.Result.Author('Qiuxia Lai'), arxiv.Result.Author('Sadaf Khan'), arxiv.Result.Author('Shaowei Cai'), arxiv.Result.Author('Qiang Xu')]",['cs.AI'],"7 pages, 2 figures",,http://arxiv.org/abs/2205.13745v2,,http://arxiv.org/pdf/2205.13745v2,cs.AI,2022-05-27 03:20:42+00:00,"We present DeepSAT, a novel end-to-end learning framework for the Boolean
satisfiability (SAT) problem. Unlike existing solutions trained on random SAT
instances with relatively weak supervision, we propose applying the knowledge
of the well-developed electronic design automation (EDA) field for SAT solving.
Specifically, we first resort to logic synthesis algorithms to pre-process SAT
instances into optimized and-inverter graphs (AIGs). By doing so, the
distribution diversity among various SAT instances can be dramatically reduced,
which facilitates improving the generalization capability of the learned model.
Next, we regard the distribution of SAT solutions being a product of
conditional Bernoulli distributions. Based on this observation, we approximate
the SAT solving procedure with a conditional generative model, leveraging a
novel directed acyclic graph neural network (DAGNN) with two polarity
prototypes for conditional SAT modeling. To effectively train the generative
model, with the help of logic simulation tools, we obtain the probabilities of
nodes in the AIG being logic `1' as rich supervision. We conduct comprehensive
experiments on various SAT problems. Our results show that, DeepSAT achieves
significant accuracy improvements over state-of-the-art learning-based SAT
solutions, especially when generalized to SAT instances that are relatively
large or with diverse distributions.",DeepSAT: An EDA-Driven Learning Framework for SAT,2023-01-20 02:10:52+00:00
"[arxiv.Result.Author('Seok Bin Son'), arxiv.Result.Author('Soohyun Park'), arxiv.Result.Author('Haemin Lee'), arxiv.Result.Author('Joongheon Kim'), arxiv.Result.Author('Soyi Jung'), arxiv.Result.Author('Donghwa Kim')]",['cs.AI'],,,http://arxiv.org/abs/2205.13763v1,,http://arxiv.org/pdf/2205.13763v1,cs.AI,2022-05-27 05:37:07+00:00,"In the literature of modern network security research, deriving effective and
efficient course-of-action (COA) attach search methods are of interests in
industry and academia. As the network size grows, the traditional COA attack
search methods can suffer from the limitations to computing and communication
resources. Therefore, various methods have been developed to solve these
problems, and reinforcement learning (RL)-based intelligent algorithms are one
of the most effective solutions. Therefore, we review the RL-based COA attack
search methods for network attack scenarios in terms of the trends and their
contrib",Tutorial on Course-of-Action (COA) Attack Search Methods in Computer Networks,2022-05-27 05:37:07+00:00
"[arxiv.Result.Author('Bin Lu'), arxiv.Result.Author('Xiaoying Gan'), arxiv.Result.Author('Lina Yang'), arxiv.Result.Author('Weinan Zhang'), arxiv.Result.Author('Luoyi Fu'), arxiv.Result.Author('Xinbing Wang')]",['cs.AI'],Accepted to KDD2022,10.1145/3534678.3539280,http://arxiv.org/abs/2205.13954v2,,http://arxiv.org/pdf/2205.13954v2,cs.AI,2022-05-27 13:02:07+00:00,"With the tremendous expansion of graphs data, node classification shows its
great importance in many real-world applications. Existing graph neural network
based methods mainly focus on classifying unlabeled nodes within fixed classes
with abundant labeling. However, in many practical scenarios, graph evolves
with emergence of new nodes and edges. Novel classes appear incrementally along
with few labeling due to its newly emergence or lack of exploration. In this
paper, we focus on this challenging but practical graph few-shot
class-incremental learning (GFSCIL) problem and propose a novel method called
Geometer. Instead of replacing and retraining the fully connected neural
network classifer, Geometer predicts the label of a node by finding the nearest
class prototype. Prototype is a vector representing a class in the metric
space. With the pop-up of novel classes, Geometer learns and adjusts the
attention-based prototypes by observing the geometric proximity, uniformity and
separability. Teacher-student knowledge distillation and biased sampling are
further introduced to mitigate catastrophic forgetting and unbalanced labeling
problem respectively. Experimental results on four public datasets demonstrate
that Geometer achieves a substantial improvement of 9.46% to 27.60% over
state-of-the-art methods.",Geometer: Graph Few-Shot Class-Incremental Learning via Prototype Representation,2022-06-03 08:55:31+00:00
"[arxiv.Result.Author('Hayssam Dahrouj'), arxiv.Result.Author('Shasha Liu'), arxiv.Result.Author('Mohamed-Slim Alouini')]",['cs.AI'],arXiv admin note: substantial text overlap with arXiv:2204.13257,,http://arxiv.org/abs/2205.13958v5,,http://arxiv.org/pdf/2205.13958v5,cs.AI,2022-05-27 13:09:29+00:00,"Integrated space-air-ground networks promise to offer a valuable solution
space for empowering the sixth generation of communication networks (6G),
particularly in the context of connecting the unconnected and ultraconnecting
the connected. Such digital inclusion thrive makes resource management
problems, especially those accounting for load-balancing considerations, of
particular interest. The conventional model-based optimization methods,
however, often fail to meet the real-time processing and quality-of-service
needs, due to the high heterogeneity of the space-air-ground networks, and the
typical complexity of the classical algorithms. Given the premises of
artificial intelligence at automating wireless networks design and the
large-scale heterogeneity of non-terrestrial networks, this paper focuses on
showcasing the prospects of machine learning in the context of user scheduling
in integrated space-air-ground communications. The paper first overviews the
most relevant state-of-the art in the context of machine learning applications
to the resource allocation problems, with a dedicated attention to
space-air-ground networks. The paper then proposes, and shows the benefit of,
one specific use case that uses ensembling deep neural networks for optimizing
the user scheduling policies in integrated space-high altitude platform station
(HAPS)-ground networks. Finally, the paper sheds light on the challenges and
open issues that promise to spur the integration of machine learning in
space-air-ground networks, namely, online HAPS power adaptation, learning-based
channel sensing, data-driven multi-HAPSs resource management, and intelligent
flying taxis-empowered systems.",Machine Learning-Based User Scheduling in Integrated Satellite-HAPS-Ground Networks,2022-12-18 07:23:40+00:00
"[arxiv.Result.Author('Cogan Shimizu'), arxiv.Result.Author('Andrew Eells'), arxiv.Result.Author('Seila Gonzalez'), arxiv.Result.Author('Lu Zhou'), arxiv.Result.Author('Pascal Hitzler'), arxiv.Result.Author('Alicia Sheill'), arxiv.Result.Author('Catherine Foley'), arxiv.Result.Author('Dean Rehberger')]",['cs.AI'],,,http://arxiv.org/abs/2205.14032v1,,http://arxiv.org/pdf/2205.14032v1,cs.AI,2022-05-27 15:01:35+00:00,"Wikibase -- which is the software underlying Wikidata -- is a powerful
platform for knowledge graph creation and management. However, it has been
developed with a crowd-sourced knowledge graph creation scenario in mind, which
in particular means that it has not been designed for use case scenarios in
which a tightly controlled high-quality schema, in the form of an ontology, is
to be imposed, and indeed, independently developed ontologies do not
necessarily map seamlessly to the Wikibase approach. In this paper, we provide
the key ingredients needed in order to combine traditional ontology modeling
with use of the Wikibase platform, namely a set of \emph{axiom} patterns that
bridge the paradigm gap, together with usage instructions and a worked example
for historical data.",Ontology Design Facilitating Wikibase Integration -- and a Worked Example for Historical Data,2022-05-27 15:01:35+00:00
"[arxiv.Result.Author('Melanie Bernhardt'), arxiv.Result.Author('Fabio De Sousa Ribeiro'), arxiv.Result.Author('Ben Glocker')]",['cs.AI'],Published in Transactions on Machine Learning Research (10/2022),,http://arxiv.org/abs/2205.14094v2,Transactions on Machine Learning Research (10/2022),http://arxiv.org/pdf/2205.14094v2,cs.AI,2022-05-27 16:50:48+00:00,"Failure detection in automated image classification is a critical safeguard
for clinical deployment. Detected failure cases can be referred to human
assessment, ensuring patient safety in computer-aided clinical decision making.
Despite its paramount importance, there is insufficient evidence about the
ability of state-of-the-art confidence scoring methods to detect test-time
failures of classification models in the context of medical imaging. This paper
provides a reality check, establishing the performance of in-domain
misclassification detection methods, benchmarking 9 widely used confidence
scores on 6 medical imaging datasets with different imaging modalities, in
multiclass and binary classification settings. Our experiments show that the
problem of failure detection is far from being solved. We found that none of
the benchmarked advanced methods proposed in the computer vision and machine
learning literature can consistently outperform a simple softmax baseline,
demonstrating that improved out-of-distribution detection or model calibration
do not necessarily translate to improved in-domain misclassification detection.
Our developed testbed facilitates future work in this important area",Failure Detection in Medical Image Classification: A Reality Check and Benchmarking Testbed,2022-10-24 08:42:52+00:00
"[arxiv.Result.Author('Jonathan Laurent'), arxiv.Result.Author('André Platzer')]",['cs.AI'],,,http://arxiv.org/abs/2205.14229v3,,http://arxiv.org/pdf/2205.14229v3,cs.AI,2022-05-27 20:48:40+00:00,"We propose a new approach to automated theorem proving where an
AlphaZero-style agent is self-training to refine a generic high-level expert
strategy expressed as a nondeterministic program. An analogous teacher agent is
self-training to generate tasks of suitable relevance and difficulty for the
learner. This allows leveraging minimal amounts of domain knowledge to tackle
problems for which training data is unavailable or hard to synthesize. As a
specific illustration, we consider loop invariant synthesis for imperative
programs and use neural networks to refine both the teacher and solver
strategies.",Learning to Find Proofs and Theorems by Learning to Refine Search Strategies: The Case of Loop Invariant Synthesis,2022-10-17 13:54:00+00:00
"[arxiv.Result.Author('Navdeep Kumar'), arxiv.Result.Author('Kfir Levy'), arxiv.Result.Author('Kaixin Wang'), arxiv.Result.Author('Shie Mannor')]",['cs.AI'],,,http://arxiv.org/abs/2205.14327v2,,http://arxiv.org/pdf/2205.14327v2,cs.AI,2022-05-28 04:05:20+00:00,"Robust Markov decision processes (MDPs) provide a general framework to model
decision problems where the system dynamics are changing or only partially
known. Efficient methods for some \texttt{sa}-rectangular robust MDPs exist,
using its equivalence with reward regularized MDPs, generalizable to online
settings. In comparison to \texttt{sa}-rectangular robust MDPs,
\texttt{s}-rectangular robust MDPs are less restrictive but much more difficult
to deal with. Interestingly, recent works have established the equivalence
between \texttt{s}-rectangular robust MDPs and policy regularized MDPs. But we
don't have a clear understanding to exploit this equivalence, to do policy
improvement steps to get the optimal value function or policy. We don't have a
clear understanding of greedy/optimal policy except it can be stochastic. There
exist no methods that can naturally be generalized to model-free settings. We
show a clear and explicit equivalence between \texttt{s}-rectangular $L_p$
robust MDPs and policy regularized MDPs that resemble very much policy entropy
regularized MDPs widely used in practice. Further, we dig into the policy
improvement step and concretely derive optimal robust Bellman operators for
\texttt{s}-rectangular $L_p$ robust MDPs. We find that the greedy/optimal
policies in \texttt{s}-rectangular $L_p$ robust MDPs are threshold policies
that play top $k$ actions whose $Q$ value is greater than some threshold
(value), proportional to the $(p-1)$th power of its advantage. In addition, we
show time complexity of (\texttt{sa} and \texttt{s}-rectangular) $L_p$ robust
MDPs is the same as non-robust MDPs up to some log factors. Our work greatly
extends the existing understanding of \texttt{s}-rectangular robust MDPs and
naturally generalizable to online settings.",Efficient Policy Iteration for Robust Markov Decision Processes via Regularization,2022-10-05 11:03:29+00:00
"[arxiv.Result.Author('Nguyen Dang'), arxiv.Result.Author('Özgür Akgün'), arxiv.Result.Author('Joan Espasa'), arxiv.Result.Author('Ian Miguel'), arxiv.Result.Author('Peter Nightingale')]","['cs.AI', 'F.4.1']",15 pages,,http://arxiv.org/abs/2205.14753v1,,http://arxiv.org/pdf/2205.14753v1,cs.AI,2022-05-29 19:56:08+00:00,"Benchmarking is an important tool for assessing the relative performance of
alternative solving approaches. However, the utility of benchmarking is limited
by the quantity and quality of the available problem instances. Modern
constraint programming languages typically allow the specification of a
class-level model that is parameterised over instance data. This separation
presents an opportunity for automated approaches to generate instance data that
define instances that are graded (solvable at a certain difficulty level for a
solver) or can discriminate between two solving approaches. In this paper, we
introduce a framework that combines these two properties to generate a large
number of benchmark instances, purposely generated for effective and
informative benchmarking. We use five problems that were used in the MiniZinc
competition to demonstrate the usage of our framework. In addition to producing
a ranking among solvers, our framework gives a broader understanding of the
behaviour of each solver for the whole instance space; for example by finding
subsets of instances where the solver performance significantly varies from its
average performance.",A Framework for Generating Informative Benchmark Instances,2022-05-29 19:56:08+00:00
"[arxiv.Result.Author('Linjie Xu'), arxiv.Result.Author('Jorge Hurtado-Grueso'), arxiv.Result.Author('Dominic Jeurissen'), arxiv.Result.Author('Diego Perez Liebana'), arxiv.Result.Author('Alexander Dockhorn')]",['cs.AI'],"8 pages, 3 figures; Published on IEEE Conference on Games 2022",,http://arxiv.org/abs/2205.15126v1,,http://arxiv.org/pdf/2205.15126v1,cs.AI,2022-05-30 14:18:45+00:00,"Strategy video games challenge AI agents with their combinatorial search
space caused by complex game elements. State abstraction is a popular technique
that reduces the state space complexity. However, current state abstraction
methods for games depend on domain knowledge, making their application to new
games expensive. State abstraction methods that require no domain knowledge are
studied extensively in the planning domain. However, no evidence shows they
scale well with the complexity of strategy games. In this paper, we propose
Elastic MCTS, an algorithm that uses state abstraction to play strategy games.
In Elastic MCTS, the nodes of the tree are clustered dynamically, first grouped
together progressively by state abstraction, and then separated when an
iteration threshold is reached. The elastic changes benefit from efficient
searching brought by state abstraction but avoid the negative influence of
using state abstraction for the whole search. To evaluate our method, we make
use of the general strategy games platform Stratega to generate scenarios of
varying complexity. Results show that Elastic MCTS outperforms MCTS baselines
with a large margin, while reducing the tree size by a factor of $10$. Code can
be found at: https://github.com/egg-west/Stratega",Elastic Monte Carlo Tree Search with State Abstraction for Strategy Game Playing,2022-05-30 14:18:45+00:00
[arxiv.Result.Author('Ryuta Arisaka')],['cs.AI'],,,http://arxiv.org/abs/2205.15141v1,,http://arxiv.org/pdf/2205.15141v1,cs.AI,2022-05-30 14:34:09+00:00,"In this paper, we present a novel approach to identify fallacies through
formal constraints, as a viable alternative to more traditional fallacy
classifications by informal criteria. To achieve this objective, we introduce a
novel argumentation model, the theme aspect argumentation model, which can do
both: modelling of a given argumentation as it is expressed (rhetoric
modelling); and deeper semantic analysis of the rhetoric argumentation model.
By the help of formal constraints on the theme aspect argumentation model, it
is for example possible to see if 'attack's which are claimed to be attacks at
the rhetoric level are really attacks. We present core formal constraints that
a reasonable argumentation should observe, and then more formal constraints
that improve fallacy identification capability. We show and prove consequences
of these formal constraints. We then define the concept of normal forms and
that of logico-rhetorical conclusion, which we use to demonstrate detection of
specific fallacies, informal and logical.",Theme Aspect Argumentation Model for Handling Fallacies,2022-05-30 14:34:09+00:00
[arxiv.Result.Author('Nguyen Dang')],['cs.AI'],10 pages,,http://arxiv.org/abs/2205.15414v1,,http://arxiv.org/pdf/2205.15414v1,cs.AI,2022-05-30 20:20:45+00:00,"Competitions such as the MiniZinc Challenges or the SAT competitions have
been very useful sources for comparing performance of different solving
approaches and for advancing the state-of-the-arts of the fields. Traditional
competition setting often focuses on producing a ranking between solvers based
on their average performance across a wide range of benchmark problems and
instances. While this is a sensible way to assess the relative performance of
solvers, such ranking does not necessarily reflect the full potential of a
solver, especially when we want to utilise a portfolio of solvers instead of a
single one for solving a new problem. In this paper, I will describe a
portfolio-based analysis method which can give complementary insights into the
performance of participating solvers in a competition. The method is
demonstrated on the results of the MiniZinc Challenges and new insights gained
from the portfolio viewpoint are presented.",A portfolio-based analysis method for competition results,2022-05-30 20:20:45+00:00
"[arxiv.Result.Author('Maximilian Felde'), arxiv.Result.Author('Gerd Stumme')]",['cs.AI'],22 pages (14 pages + 8 pages appendix),10.1007/978-3-031-16663-1_5,http://arxiv.org/abs/2205.15714v1,,http://arxiv.org/pdf/2205.15714v1,cs.AI,2022-05-31 12:00:55+00:00,"Attribute exploration is a method from Formal Concept Analysis (FCA) that
helps a domain expert discover structural dependencies in knowledge domains
which can be represented as formal contexts (cross tables of objects and
attributes). In this paper we present an extension of attribute exploration
that allows for a group of domain experts and explores their shared views. Each
expert has their own view of the domain and the views of multiple experts may
contain contradicting information.",Attribute Exploration with Multiple Contradicting Partial Experts,2022-05-31 12:00:55+00:00
"[arxiv.Result.Author('Umberto Grandi'), arxiv.Result.Author('Emiliano Lorini'), arxiv.Result.Author('Timothy Parker'), arxiv.Result.Author('Rachid Alami')]",['cs.AI'],,,http://arxiv.org/abs/2206.00595v2,,http://arxiv.org/pdf/2206.00595v2,cs.AI,2022-06-01 16:07:53+00:00,"In this paper we propose a framework for ethical decision making in the
context of planning, with intended application to robotics. We put forward a
compact but highly expressive language for ethical planning that combines
linear temporal logic with lexicographic preference modelling. This original
combination allows us to assess plans both with respect to an agent's values
and their desires, introducing the novel concept of the morality level of an
agent and moving towards multigoal, multivalue planning. We initiate the study
of computational complexity of planning tasks in our setting, and we discuss
potential applications to robotics.",Logic-Based Ethical Planning,2022-06-02 08:19:41+00:00
"[arxiv.Result.Author('Bowen Xu'), arxiv.Result.Author('Quansheng Ren')]",['cs.AI'],,,http://arxiv.org/abs/2206.01044v1,,http://arxiv.org/pdf/2206.01044v1,cs.AI,2022-06-02 13:43:52+00:00,"How to evaluate Artificial General Intelligence (AGI) is a critical problem
that is discussed and unsolved for a long period. In the research of narrow AI,
this seems not a severe problem, since researchers in that field focus on some
specific problems as well as one or some aspects of cognition, and the criteria
for evaluation are explicitly defined. By contrast, an AGI agent should solve
problems that are never-encountered by both agents and developers. However,
once a developer tests and debugs the agent with a problem, the
never-encountered problem becomes the encountered problem, as a result, the
problem is solved by the developers to some extent, exploiting their
experience, rather than the agents. This conflict, as we call the trap of
developers' experience, leads to that this kind of problems is probably hard to
become an acknowledged criterion. In this paper, we propose an evaluation
method named Artificial Open World, aiming to jump out of the trap. The
intuition is that most of the experience in the actual world should not be
necessary to be applied to the artificial world, and the world should be open
in some sense, such that developers are unable to perceive the world and solve
problems by themselves before testing, though after that they are allowed to
check all the data. The world is generated in a similar way as the actual
world, and a general form of problems is proposed. A metric is proposed aiming
to quantify the progress of research. This paper describes the conceptual
design of the Artificial Open World, though the formalization and the
implementation are left to the future.",Artificial Open World for Evaluating AGI: a Conceptual Design,2022-06-02 13:43:52+00:00
"[arxiv.Result.Author('Marko Palangetić'), arxiv.Result.Author('Chris Cornelis'), arxiv.Result.Author('Salvatore Greco'), arxiv.Result.Author('Roman Słowiński')]",['cs.AI'],,,http://arxiv.org/abs/2206.01240v1,,http://arxiv.org/pdf/2206.01240v1,cs.AI,2022-06-02 18:28:13+00:00,"In this article, a new Fuzzy Granular Approximation Classifier (FGAC) is
introduced. The classifier is based on the previously introduced concept of the
granular approximation and its multi-class classification case. The classifier
is instance-based and its biggest advantage is its local transparency i.e., the
ability to explain every individual prediction it makes. We first develop the
FGAC for the binary classification case and the multi-class classification case
and we discuss its variation that includes the Ordered Weighted Average (OWA)
operators. Those variations of the FGAC are then empirically compared with
other locally transparent ML methods. At the end, we discuss the transparency
of the FGAC and its advantage over other locally transparent methods. We
conclude that while the FGAC has similar predictive performance to other
locally transparent ML models, its transparency can be superior in certain
cases.",Fuzzy granular approximation classifier,2022-06-02 18:28:13+00:00
"[arxiv.Result.Author('Gabriele Sartor'), arxiv.Result.Author('Davide Zollo'), arxiv.Result.Author('Marta Cialdea Mayer'), arxiv.Result.Author('Angelo Oddi'), arxiv.Result.Author('Riccardo Rasconi'), arxiv.Result.Author('Vieri Giuliano Santucci')]",['cs.AI'],,,http://arxiv.org/abs/2206.01815v1,,http://arxiv.org/pdf/2206.01815v1,cs.AI,2022-06-03 20:46:34+00:00,"In this work we present an empirical study where we demonstrate the
possibility of developing an artificial agent that is capable to autonomously
explore an experimental scenario. During the exploration, the agent is able to
discover and learn interesting options allowing to interact with the
environment without any pre-assigned goal, then abstract and re-use the
acquired knowledge to solve possible tasks assigned ex-post. We test the system
in the so-called Treasure Game domain described in the recent literature and we
empirically demonstrate that the discovered options can be abstracted in an
probabilistic symbolic planning model (using the PPDDL language), which allowed
the agent to generate symbolic plans to achieve extrinsic goals.",Option Discovery for Autonomous Generation of Symbolic Knowledge,2022-06-03 20:46:34+00:00
"[arxiv.Result.Author('D. Pellier'), arxiv.Result.Author('H. Fiorino'), arxiv.Result.Author('M. Grand'), arxiv.Result.Author('A. Albore'), arxiv.Result.Author('R. Bailon-Ruiz')]",['cs.AI'],,,http://arxiv.org/abs/2206.01822v1,,http://arxiv.org/pdf/2206.01822v1,cs.AI,2022-06-03 21:22:19+00:00,"Real world applications of planning, like in industry and robotics, require
modelling rich and diverse scenarios. Their resolution usually requires
coordinated and concurrent action executions. In several cases, such planning
problems are naturally decomposed in a hierarchical way and expressed by a
Hierarchical Task Network (HTN) formalism. The PDDL language used to specify
planning domains has evolved to cover the different planning paradigms.
However, formulating real and complex scenarios where numerical and temporal
constraints concur in defining a solution is still a challenge. Our proposition
aims at filling the gap between existing planning languages and operational
needs. To do so, we propose to extend HDDL taking inspiration from PDDL 2.1 and
ANML to express temporal and numerical expressions. This paper opens
discussions on the semantics and the syntax needed to extend HDDL, and
illustrate these needs with the modelling of an Earth Observing Satellite
planning problem.",HDDL 2.1: Towards Defining an HTN Formalism with Time,2022-06-03 21:22:19+00:00
"[arxiv.Result.Author('Shivani Bathla'), arxiv.Result.Author('Vinita Vasudevan')]",['cs.AI'],,,http://arxiv.org/abs/2206.01954v1,,http://arxiv.org/pdf/2206.01954v1,cs.AI,2022-06-04 09:37:44+00:00,"Exact inference of the most probable explanation (MPE) in Bayesian networks
is known to be NP-complete. In this paper, we propose an algorithm for
approximate MPE inference that is based on the incremental
build-infer-approximate (IBIA) framework. We use this framework to obtain an
ordered set of partitions of the Bayesian network and the corresponding
max-calibrated clique trees. We show that the maximum belief in the last
partition gives an estimate of the probability of the MPE assignment. We
propose an iterative algorithm for decoding, in which the subset of variables
for which an assignment is obtained is guaranteed to increase in every
iteration. There are no issues of convergence, and we do not perform a search
for solutions. Even though it is a single shot algorithm, we obtain valid
assignments in 100 out of the 117 benchmarks used for testing. The accuracy of
our solution is comparable to a branch and bound search in majority of the
benchmarks, with competitive run times.",MPE inference using an Incremental Build-Infer-Approximate Paradigm,2022-06-04 09:37:44+00:00
"[arxiv.Result.Author('Wangcheng Xu'), arxiv.Result.Author('Snejana Shegheva'), arxiv.Result.Author('Ashok Goel')]",['cs.AI'],CogSci 2022 Camera ready version,,http://arxiv.org/abs/2206.02019v1,,http://arxiv.org/pdf/2206.02019v1,cs.AI,2022-06-04 16:15:35+00:00,"Recognition of geometrical patterns seems to be an important aspect of human
intelligence. Geometric pattern recognition is used in many intelligence tests,
including Dehaene's odd-one-out test of Core Geometry (CG)) based on intuitive
geometrical concepts (Dehaene et al., 2006). Earlier work has developed a
symmetry-based cognitive model of Dehaene's test and demonstrated performance
comparable to that of humans. In this work, we further investigate the role of
symmetry in geometrical intuition and build a cognitive model for the
2-Alternative Forced Choice (2-AFC) variation of the CG test (Marupudi & Varma
2021). In contrast to Dehaene's test, 2-AFC leaves almost no space for
cognitive models based on generalization over multiple examples. Our
symmetry-based model achieves an accuracy comparable to the human average on
the 2-AFC test and appears to capture an essential part of intuitive geometry.",Symmetry as a Representation of Intuitive Geometry?,2022-06-04 16:15:35+00:00
"[arxiv.Result.Author('Joshua Hunte'), arxiv.Result.Author('Martin Neil'), arxiv.Result.Author('Norman Fenton')]",['cs.AI'],,,http://arxiv.org/abs/2206.02144v2,,http://arxiv.org/pdf/2206.02144v2,cs.AI,2022-06-05 10:16:03+00:00,"Idioms are small, reusable Bayesian network (BN) fragments that represent
generic types of uncertain reasoning. This paper shows how idioms can be used
to build causal BNs for product safety and risk assessment that use a
combination of data and knowledge. We show that the specific product safety
idioms that we introduce are sufficient to build full BN models to evaluate
safety and risk for a wide range of products. The resulting models can be used
by safety regulators and product manufacturers even when there are limited (or
no) product testing data.",Product safety idioms: a method for building causal Bayesian networks for product safety and risk assessment,2022-06-09 18:04:35+00:00
[arxiv.Result.Author('Erik Skalnes')],['cs.AI'],,,http://arxiv.org/abs/2206.02216v1,,http://arxiv.org/pdf/2206.02216v1,cs.AI,2022-06-05 16:44:42+00:00,"We investigate the limitations of random trials when the cause of interest is
confounded with the effect by formalizing a counterfactual policy-space where
the agent's natural predilection is input to a soft-intervention.",Sequential Counterfactual Decision-Making Under Confounded Reward,2022-06-05 16:44:42+00:00
"[arxiv.Result.Author('David Carral'), arxiv.Result.Author('Lucas Larroque'), arxiv.Result.Author('Marie-Laure Mugnier'), arxiv.Result.Author('Michaël Thomazo')]",['cs.AI'],"Published at 19th International Conference on Principles of Knowledge
  Representation and Reasoning, KR 2022",,http://arxiv.org/abs/2206.03124v1,,http://arxiv.org/pdf/2206.03124v1,cs.AI,2022-06-07 09:01:56+00:00,"Existential rules are an expressive knowledge representation language mainly
developed to query data. In the literature, they are often supposed to be in
some normal form that simplifies technical developments. For instance, a common
assumption is that rule heads are atomic, i.e., restricted to a single atom.
Such assumptions are considered to be made without loss of generality as long
as all sets of rules can be normalised while preserving entailment. However, an
important question is whether the properties that ensure the decidability of
reasoning are preserved as well. We provide a systematic study of the impact of
these procedures on the different chase variants with respect to chase
(non-)termination and FO-rewritability. This also leads us to study open
problems related to chase termination of independent interest.",Normalisations of Existential Rules: Not so Innocuous!,2022-06-07 09:01:56+00:00
"[arxiv.Result.Author('Eyal Weiss'), arxiv.Result.Author('Gal A. Kaminka')]",['cs.AI'],,,http://arxiv.org/abs/2206.03356v3,,http://arxiv.org/pdf/2206.03356v3,cs.AI,2022-06-07 14:48:08+00:00,"The definition and representation of planning problems is at the heart of AI
planning research. A key part is the representation of action models. Decades
of advances improving declarative action model representations resulted in
numerous theoretical advances, and capable, working, domain-independent
planners. However, despite the maturity of the field, AI planning technology is
still rarely used outside the research community, suggesting that current
representations fail to capture real-world requirements, such as utilizing
complex mathematical functions and models learned from data. We argue that this
is because the modeling process is assumed to have taken place and completed
prior to the planning process, i.e., offline modeling for offline planning.
There are several challenges inherent to this approach, including: limited
expressiveness of declarative modeling languages; early commitment to modeling
choices and computation, that preclude using the most appropriate resolution
for each action model -- which can only be known during planning; and
difficulty in reliably using non-declarative, learned, models.
  We therefore suggest to change the AI planning process, such that is carries
out online modeling in offline planning, i.e., the use of action models that
are computed or even generated as part of the planning process, as they are
accessed. This generalizes the existing approach (offline modeling). The
proposed definition admits novel planning processes, and we suggest one
concrete implementation, demonstrating the approach. We sketch initial results
that were obtained as part of a first attempt to follow this approach by
planning with action cost estimators. We conclude by discussing open
challenges.",Position Paper: Online Modeling for Offline Planning,2022-06-20 12:49:48+00:00
