funding_id,funding_title,funding_agency,funding_type,research_domain,keywords,eligibility,funding_amount,currency,application_deadline,duration,country,description,application_url,status,created_at
US-NIH-2026-33322,Investigation of Inorganic Compounds for Global Scale Applications,National Institutes of Health,Grant,Chemistry,"chemistry, nih, organic synthesis, physical chemistry, inorganic compounds","Individual researchers, scientists, and postdoctoral fellows.",1799000.0,USD,2026-08-21,60 months,US,"This program supports investigation of research into inorganic compounds for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Institutes of Health (NIH) aims to foster innovation in the field of Chemistry.",https://www.nih.gov/funding/grants/us-nih-2026-33322,OPEN,2026-02-16
AU-ARC-2026-93484,Research on Organic Synthesis in Modern Industry,Australian Research Council,Contract,Chemistry,"chemistry, arc, physical chemistry, spectroscopy, analytical chemistry",Consortia of higher education institutions and private industry partners.,948000.0,AUD,2027-04-10,60 months,AU,"This program supports research on research into organic synthesis in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Chemistry.",https://www.arc.gov/funding/grants/au-arc-2026-93484,OPEN,2026-05-30
US-DOE-2026-67993,Foundational Studies in Analytical Chemistry to Improve Social Well-being,Department of Energy,Grant,Chemistry,"chemistry, doe, inorganic compounds, biochemistry, physical chemistry",Open to all international organizations and researchers.,71000.0,USD,2027-05-07,24 months,US,"This program supports foundational studies in research into analytical chemistry to improve social well-being. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Department of Energy (DOE) aims to foster innovation in the field of Chemistry.",https://www.doe.gov/funding/grants/us-doe-2026-67993,OPEN,2026-07-12
CA-CIHR-2026-47596,Novel Approaches to Analytical Chemistry for Global Scale Applications,Canadian Institutes of Health Research,Contract,Chemistry,"chemistry, cihr, biochemistry, inorganic compounds, physical chemistry",Open to all international organizations and researchers.,1272000.0,CAD,2027-05-26,12 months,CA,"This program supports novel approaches to research into analytical chemistry for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Chemistry.",https://www.cihr.gov/funding/grants/ca-cihr-2026-47596,OPEN,2026-04-25
JP-JSPS-2026-73775,Analyzing Inorganic Compounds to Improve Social Well-being,Japan Society for the Promotion of Science,Cooperative Agreement,Chemistry,"chemistry, jsps, biochemistry, inorganic compounds, spectroscopy","Ph.D. holders, early-career researchers, and university research groups.",65000.0,JPY,2026-08-13,24 months,JP,"This program supports analyzing research into inorganic compounds to improve social well-being. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Chemistry.",https://www.jsps.gov/funding/grants/jp-jsps-2026-73775,OPEN,2026-01-15
JP-JSPS-2026-62777,Foundational Studies in Physical Chemistry for Sustainable Development,Japan Society for the Promotion of Science,Contract,Chemistry,"chemistry, jsps, analytical chemistry, biochemistry, physical chemistry",Open to all international organizations and researchers.,473000.0,JPY,2027-04-29,48 months,JP,"This program supports foundational studies in research into physical chemistry for sustainable development. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Chemistry.",https://www.jsps.gov/funding/grants/jp-jsps-2026-62777,OPEN,2026-01-28
EU-HEU-2026-52949,Strategic Innovation in Biochemistry for Next-Generation Infrastructures,Horizon Europe,Fellowship,Chemistry,"chemistry, heu, spectroscopy, analytical chemistry, physical chemistry",Consortia of higher education institutions and private industry partners.,58000.0,EUR,2026-08-31,60 months,EU,"This program supports strategic innovation in research into biochemistry for next-generation infrastructures. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Horizon Europe (HEU) aims to foster innovation in the field of Chemistry.",https://www.heu.gov/funding/grants/eu-heu-2026-52949,OPEN,2026-04-20
US-NSF-2026-76226,Investigation of Spectroscopy in Modern Industry,National Science Foundation,Fellowship,Chemistry,"chemistry, nsf, analytical chemistry, organic synthesis, biochemistry","Academic institutions, non-profit research organizations, and small businesses.",758000.0,USD,2026-08-10,48 months,US,"This program supports investigation of research into spectroscopy in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Chemistry.",https://www.nsf.gov/funding/grants/us-nsf-2026-76226,OPEN,2026-06-04
US-DOE-2026-65255,Novel Approaches to Analytical Chemistry to Improve Social Well-being,Department of Energy,Cooperative Agreement,Chemistry,"chemistry, doe, inorganic compounds, analytical chemistry, biochemistry",Consortia of higher education institutions and private industry partners.,814000.0,USD,2027-06-26,12 months,US,"This program supports novel approaches to research into analytical chemistry to improve social well-being. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Department of Energy (DOE) aims to foster innovation in the field of Chemistry.",https://www.doe.gov/funding/grants/us-doe-2026-65255,OPEN,2026-01-16
EU-ERC-2026-22850,Analyzing Inorganic Compounds in Modern Industry,European Research Council,Cooperative Agreement,Chemistry,"chemistry, erc, spectroscopy, analytical chemistry, physical chemistry","Individual researchers, scientists, and postdoctoral fellows.",914000.0,EUR,2026-12-17,24 months,EU,"This program supports analyzing research into inorganic compounds in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Chemistry.",https://www.erc.gov/funding/grants/eu-erc-2026-22850,OPEN,2026-01-25
US-NSF-2026-36402,Foundational Studies in Spectroscopy in High-Risk Environments,National Science Foundation,Award,Chemistry,"chemistry, nsf, organic synthesis, spectroscopy, analytical chemistry",Consortia of higher education institutions and private industry partners.,193000.0,USD,2027-01-15,12 months,US,"This program supports foundational studies in research into spectroscopy in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Chemistry.",https://www.nsf.gov/funding/grants/us-nsf-2026-36402,OPEN,2026-06-27
JP-JSPS-2026-98732,Novel Approaches to Analytical Chemistry using High-Performance Computing,Japan Society for the Promotion of Science,Cooperative Agreement,Chemistry,"chemistry, jsps, spectroscopy, inorganic compounds, physical chemistry",Open to all international organizations and researchers.,1391000.0,JPY,2027-01-04,60 months,JP,"This program supports novel approaches to research into analytical chemistry using high-performance computing. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Chemistry.",https://www.jsps.gov/funding/grants/jp-jsps-2026-98732,OPEN,2026-02-01
EU-ERC-2026-96250,Development of Inorganic Compounds to Improve Social Well-being,European Research Council,Award,Chemistry,"chemistry, erc, inorganic compounds, physical chemistry, biochemistry",Open to all international organizations and researchers.,450000.0,EUR,2027-01-27,24 months,EU,"This program supports development of research into inorganic compounds to improve social well-being. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Chemistry.",https://www.erc.gov/funding/grants/eu-erc-2026-96250,OPEN,2026-05-11
EU-ERC-2026-82312,Novel Approaches to Inorganic Compounds for Global Scale Applications,European Research Council,Cooperative Agreement,Chemistry,"chemistry, erc, organic synthesis, physical chemistry, spectroscopy",Open to all international organizations and researchers.,757000.0,EUR,2026-07-29,60 months,EU,"This program supports novel approaches to research into inorganic compounds for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Chemistry.",https://www.erc.gov/funding/grants/eu-erc-2026-82312,OPEN,2026-02-27
JP-JSPS-2026-23434,Novel Approaches to Analytical Chemistry in Modern Industry,Japan Society for the Promotion of Science,Award,Chemistry,"chemistry, jsps, physical chemistry, inorganic compounds, spectroscopy","Individual researchers, scientists, and postdoctoral fellows.",731000.0,JPY,2026-09-18,12 months,JP,"This program supports novel approaches to research into analytical chemistry in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Chemistry.",https://www.jsps.gov/funding/grants/jp-jsps-2026-23434,OPEN,2026-06-06
AU-ARC-2026-40519,Advancements in Spectroscopy using High-Performance Computing,Australian Research Council,Cooperative Agreement,Chemistry,"chemistry, arc, physical chemistry, inorganic compounds, analytical chemistry",Open to all international organizations and researchers.,1120000.0,AUD,2027-03-19,12 months,AU,"This program supports advancements in research into spectroscopy using high-performance computing. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Chemistry.",https://www.arc.gov/funding/grants/au-arc-2026-40519,OPEN,2026-02-14
US-NSF-2026-97411,Development of Spectroscopy in Resource-Constrained Environments,National Science Foundation,Cooperative Agreement,Chemistry,"chemistry, nsf, biochemistry, analytical chemistry, organic synthesis",Open to all international organizations and researchers.,1911000.0,USD,2027-03-14,60 months,US,"This program supports development of research into spectroscopy in resource-constrained environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Chemistry.",https://www.nsf.gov/funding/grants/us-nsf-2026-97411,OPEN,2026-05-28
AU-ARC-2026-30180,Collaborative Research on Physical Chemistry for Next-Generation Infrastructures,Australian Research Council,Cooperative Agreement,Chemistry,"chemistry, arc, physical chemistry, biochemistry, inorganic compounds","Individual researchers, scientists, and postdoctoral fellows.",230000.0,AUD,2027-02-11,12 months,AU,"This program supports collaborative research on research into physical chemistry for next-generation infrastructures. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Chemistry.",https://www.arc.gov/funding/grants/au-arc-2026-30180,OPEN,2026-05-26
JP-JSPS-2026-64173,Strategic Innovation in Biochemistry to Improve Social Well-being,Japan Society for the Promotion of Science,Award,Chemistry,"chemistry, jsps, inorganic compounds, organic synthesis, biochemistry",Consortia of higher education institutions and private industry partners.,1037000.0,JPY,2027-03-18,12 months,JP,"This program supports strategic innovation in research into biochemistry to improve social well-being. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Chemistry.",https://www.jsps.gov/funding/grants/jp-jsps-2026-64173,OPEN,2026-01-14
AU-ARC-2026-44703,Novel Approaches to Inorganic Compounds for Global Scale Applications,Australian Research Council,Grant,Chemistry,"chemistry, arc, analytical chemistry, spectroscopy, physical chemistry",Consortia of higher education institutions and private industry partners.,494000.0,AUD,2026-09-07,12 months,AU,"This program supports novel approaches to research into inorganic compounds for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Chemistry.",https://www.arc.gov/funding/grants/au-arc-2026-44703,OPEN,2026-02-17
CA-CIHR-2026-30687,Analyzing Spectroscopy for Next-Generation Infrastructures,Canadian Institutes of Health Research,Fellowship,Chemistry,"chemistry, cihr, analytical chemistry, inorganic compounds, physical chemistry","Individual researchers, scientists, and postdoctoral fellows.",544000.0,CAD,2026-06-11,24 months,CA,"This program supports analyzing research into spectroscopy for next-generation infrastructures. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Chemistry.",https://www.cihr.gov/funding/grants/ca-cihr-2026-30687,CLOSED,2026-06-12
CA-CIHR-2026-55899,Investigation of Inorganic Compounds in High-Risk Environments,Canadian Institutes of Health Research,Grant,Chemistry,"chemistry, cihr, inorganic compounds, biochemistry, physical chemistry","Individual researchers, scientists, and postdoctoral fellows.",1290000.0,CAD,2027-06-17,12 months,CA,"This program supports investigation of research into inorganic compounds in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Chemistry.",https://www.cihr.gov/funding/grants/ca-cihr-2026-55899,OPEN,2026-05-03
EU-ERC-2026-28511,Engineering Next-Generation Analytical Chemistry for Sustainable Development,European Research Council,Cooperative Agreement,Chemistry,"chemistry, erc, physical chemistry, spectroscopy, analytical chemistry","Individual researchers, scientists, and postdoctoral fellows.",1984000.0,EUR,2026-09-12,36 months,EU,"This program supports engineering next-generation research into analytical chemistry for sustainable development. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Chemistry.",https://www.erc.gov/funding/grants/eu-erc-2026-28511,OPEN,2026-04-01
EU-ERC-2026-88566,Foundational Studies in Analytical Chemistry using Predictive Analytics,European Research Council,Fellowship,Chemistry,"chemistry, erc, analytical chemistry, organic synthesis, inorganic compounds","Individual researchers, scientists, and postdoctoral fellows.",862000.0,EUR,2027-07-01,60 months,EU,"This program supports foundational studies in research into analytical chemistry using predictive analytics. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Chemistry.",https://www.erc.gov/funding/grants/eu-erc-2026-88566,OPEN,2026-06-05
JP-JSPS-2026-98722,Analyzing Spectroscopy in High-Risk Environments,Japan Society for the Promotion of Science,Award,Chemistry,"chemistry, jsps, inorganic compounds, organic synthesis, biochemistry",Open to all international organizations and researchers.,1472000.0,JPY,2027-05-13,36 months,JP,"This program supports analyzing research into spectroscopy in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Chemistry.",https://www.jsps.gov/funding/grants/jp-jsps-2026-98722,OPEN,2026-01-28
JP-JSPS-2026-66195,Novel Approaches to Biochemistry for Global Scale Applications,Japan Society for the Promotion of Science,Grant,Chemistry,"chemistry, jsps, biochemistry, analytical chemistry, organic synthesis",Consortia of higher education institutions and private industry partners.,1478000.0,JPY,2027-06-19,36 months,JP,"This program supports novel approaches to research into biochemistry for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Chemistry.",https://www.jsps.gov/funding/grants/jp-jsps-2026-66195,OPEN,2026-06-01
EU-HEU-2026-90785,Research on Analytical Chemistry in High-Risk Environments,Horizon Europe,Contract,Chemistry,"chemistry, heu, biochemistry, inorganic compounds, physical chemistry",Consortia of higher education institutions and private industry partners.,507000.0,EUR,2027-05-31,36 months,EU,"This program supports research on research into analytical chemistry in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Horizon Europe (HEU) aims to foster innovation in the field of Chemistry.",https://www.heu.gov/funding/grants/eu-heu-2026-90785,OPEN,2026-03-15
EU-ERC-2026-47630,Advancements in Spectroscopy for Next-Generation Infrastructures,European Research Council,Award,Chemistry,"chemistry, erc, organic synthesis, biochemistry, physical chemistry","Individual researchers, scientists, and postdoctoral fellows.",1207000.0,EUR,2027-03-26,48 months,EU,"This program supports advancements in research into spectroscopy for next-generation infrastructures. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Chemistry.",https://www.erc.gov/funding/grants/eu-erc-2026-47630,OPEN,2026-04-28
AU-ARC-2026-69837,Collaborative Research on Spectroscopy in Modern Industry,Australian Research Council,Fellowship,Chemistry,"chemistry, arc, physical chemistry, organic synthesis, analytical chemistry","Ph.D. holders, early-career researchers, and university research groups.",929000.0,AUD,2027-05-06,36 months,AU,"This program supports collaborative research on research into spectroscopy in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Chemistry.",https://www.arc.gov/funding/grants/au-arc-2026-69837,OPEN,2026-06-06
US-NSF-2026-11373,Collaborative Research on Physical Chemistry for Sustainable Development,National Science Foundation,Award,Chemistry,"chemistry, nsf, biochemistry, organic synthesis, physical chemistry","Individual researchers, scientists, and postdoctoral fellows.",1637000.0,USD,2027-01-04,36 months,US,"This program supports collaborative research on research into physical chemistry for sustainable development. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Chemistry.",https://www.nsf.gov/funding/grants/us-nsf-2026-11373,OPEN,2026-06-08
AU-ARC-2026-67264,Engineering Next-Generation Spectroscopy in High-Risk Environments,Australian Research Council,Grant,Chemistry,"chemistry, arc, analytical chemistry, spectroscopy, physical chemistry",Open to all international organizations and researchers.,271000.0,AUD,2026-06-02,36 months,AU,"This program supports engineering next-generation research into spectroscopy in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Chemistry.",https://www.arc.gov/funding/grants/au-arc-2026-67264,ARCHIVED,2026-01-16
US-NIH-2026-66995,Foundational Studies in Organic Synthesis in Modern Industry,National Institutes of Health,Award,Chemistry,"chemistry, nih, organic synthesis, biochemistry, physical chemistry",Open to all international organizations and researchers.,750000.0,USD,2027-01-23,12 months,US,"This program supports foundational studies in research into organic synthesis in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Institutes of Health (NIH) aims to foster innovation in the field of Chemistry.",https://www.nih.gov/funding/grants/us-nih-2026-66995,OPEN,2026-07-03
US-NIH-2026-55610,Advancements in Inorganic Compounds with Adaptive Feedback,National Institutes of Health,Contract,Chemistry,"chemistry, nih, biochemistry, spectroscopy, inorganic compounds",Consortia of higher education institutions and private industry partners.,1824000.0,USD,2026-09-03,60 months,US,"This program supports advancements in research into inorganic compounds with adaptive feedback. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Institutes of Health (NIH) aims to foster innovation in the field of Chemistry.",https://www.nih.gov/funding/grants/us-nih-2026-55610,OPEN,2026-02-17
GB-UKRI-2026-56651,Novel Approaches to Analytical Chemistry in Modern Industry,UK Research and Innovation,Grant,Chemistry,"chemistry, ukri, analytical chemistry, inorganic compounds, biochemistry",Consortia of higher education institutions and private industry partners.,310000.0,GBP,2026-08-14,12 months,GB,"This program supports novel approaches to research into analytical chemistry in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The UK Research and Innovation (UKRI) aims to foster innovation in the field of Chemistry.",https://www.ukri.gov/funding/grants/gb-ukri-2026-56651,OPEN,2026-05-19
EU-ERC-2026-91513,Engineering Next-Generation Inorganic Compounds with Adaptive Feedback,European Research Council,Fellowship,Chemistry,"chemistry, erc, inorganic compounds, spectroscopy, biochemistry","Academic institutions, non-profit research organizations, and small businesses.",873000.0,EUR,2026-06-26,60 months,EU,"This program supports engineering next-generation research into inorganic compounds with adaptive feedback. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Chemistry.",https://www.erc.gov/funding/grants/eu-erc-2026-91513,ARCHIVED,2026-01-26
JP-JSPS-2026-20372,Advancements in Physical Chemistry for Global Scale Applications,Japan Society for the Promotion of Science,Award,Chemistry,"chemistry, jsps, physical chemistry, organic synthesis, analytical chemistry","Individual researchers, scientists, and postdoctoral fellows.",1918000.0,JPY,2027-03-10,12 months,JP,"This program supports advancements in research into physical chemistry for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Chemistry.",https://www.jsps.gov/funding/grants/jp-jsps-2026-20372,OPEN,2026-04-20
GB-UKRI-2026-18541,Research on Physical Chemistry to Improve Social Well-being,UK Research and Innovation,Award,Chemistry,"chemistry, ukri, inorganic compounds, physical chemistry, analytical chemistry","Academic institutions, non-profit research organizations, and small businesses.",1704000.0,GBP,2026-07-10,24 months,GB,"This program supports research on research into physical chemistry to improve social well-being. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The UK Research and Innovation (UKRI) aims to foster innovation in the field of Chemistry.",https://www.ukri.gov/funding/grants/gb-ukri-2026-18541,CLOSED,2026-03-29
US-NIH-2026-18368,Strategic Innovation in Spectroscopy for Sustainable Development,National Institutes of Health,Contract,Chemistry,"chemistry, nih, spectroscopy, inorganic compounds, biochemistry","Academic institutions, non-profit research organizations, and small businesses.",1233000.0,USD,2026-11-22,60 months,US,"This program supports strategic innovation in research into spectroscopy for sustainable development. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Institutes of Health (NIH) aims to foster innovation in the field of Chemistry.",https://www.nih.gov/funding/grants/us-nih-2026-18368,OPEN,2026-01-18
GB-UKRI-2026-27345,Foundational Studies in Physical Chemistry in High-Risk Environments,UK Research and Innovation,Award,Chemistry,"chemistry, ukri, inorganic compounds, physical chemistry, spectroscopy",Open to all international organizations and researchers.,1601000.0,GBP,2027-03-18,60 months,GB,"This program supports foundational studies in research into physical chemistry in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The UK Research and Innovation (UKRI) aims to foster innovation in the field of Chemistry.",https://www.ukri.gov/funding/grants/gb-ukri-2026-27345,OPEN,2026-02-13
EU-ERC-2026-10975,Collaborative Research on Inorganic Compounds in Resource-Constrained Environments,European Research Council,Cooperative Agreement,Chemistry,"chemistry, erc, inorganic compounds, analytical chemistry, organic synthesis",Consortia of higher education institutions and private industry partners.,345000.0,EUR,2026-11-14,12 months,EU,"This program supports collaborative research on research into inorganic compounds in resource-constrained environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Chemistry.",https://www.erc.gov/funding/grants/eu-erc-2026-10975,OPEN,2026-06-28
US-NSF-2026-83352,Development of Biochemistry using High-Performance Computing,National Science Foundation,Award,Chemistry,"chemistry, nsf, organic synthesis, analytical chemistry, inorganic compounds",Open to all international organizations and researchers.,1386000.0,USD,2026-07-02,48 months,US,"This program supports development of research into biochemistry using high-performance computing. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Chemistry.",https://www.nsf.gov/funding/grants/us-nsf-2026-83352,CLOSED,2026-02-16
CA-CIHR-2026-52722,Analyzing Inorganic Compounds in High-Risk Environments,Canadian Institutes of Health Research,Cooperative Agreement,Chemistry,"chemistry, cihr, organic synthesis, inorganic compounds, spectroscopy",Open to all international organizations and researchers.,606000.0,CAD,2027-02-18,36 months,CA,"This program supports analyzing research into inorganic compounds in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Chemistry.",https://www.cihr.gov/funding/grants/ca-cihr-2026-52722,OPEN,2026-06-25
GB-UKRI-2026-50350,Strategic Innovation in Organic Synthesis for Global Scale Applications,UK Research and Innovation,Cooperative Agreement,Chemistry,"chemistry, ukri, biochemistry, analytical chemistry, inorganic compounds",Open to all international organizations and researchers.,1363000.0,GBP,2027-01-24,12 months,GB,"This program supports strategic innovation in research into organic synthesis for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The UK Research and Innovation (UKRI) aims to foster innovation in the field of Chemistry.",https://www.ukri.gov/funding/grants/gb-ukri-2026-50350,OPEN,2026-05-26
EU-HEU-2026-79401,Strategic Innovation in Organic Synthesis with Adaptive Feedback,Horizon Europe,Grant,Chemistry,"chemistry, heu, organic synthesis, biochemistry, analytical chemistry","Individual researchers, scientists, and postdoctoral fellows.",363000.0,EUR,2026-11-24,24 months,EU,"This program supports strategic innovation in research into organic synthesis with adaptive feedback. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Horizon Europe (HEU) aims to foster innovation in the field of Chemistry.",https://www.heu.gov/funding/grants/eu-heu-2026-79401,OPEN,2026-04-01
EU-HEU-2026-45679,Novel Approaches to Organic Synthesis with Adaptive Feedback,Horizon Europe,Contract,Chemistry,"chemistry, heu, analytical chemistry, organic synthesis, physical chemistry","Individual researchers, scientists, and postdoctoral fellows.",1770000.0,EUR,2026-07-02,24 months,EU,"This program supports novel approaches to research into organic synthesis with adaptive feedback. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Horizon Europe (HEU) aims to foster innovation in the field of Chemistry.",https://www.heu.gov/funding/grants/eu-heu-2026-45679,CLOSED,2026-07-10
CA-CIHR-2026-66723,Research on Analytical Chemistry for Sustainable Development,Canadian Institutes of Health Research,Contract,Chemistry,"chemistry, cihr, analytical chemistry, biochemistry, physical chemistry","Individual researchers, scientists, and postdoctoral fellows.",92000.0,CAD,2027-03-26,60 months,CA,"This program supports research on research into analytical chemistry for sustainable development. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Chemistry.",https://www.cihr.gov/funding/grants/ca-cihr-2026-66723,OPEN,2026-04-14
AU-ARC-2026-80494,Engineering Next-Generation Spectroscopy using Predictive Analytics,Australian Research Council,Contract,Chemistry,"chemistry, arc, organic synthesis, inorganic compounds, analytical chemistry","Individual researchers, scientists, and postdoctoral fellows.",559000.0,AUD,2027-05-07,60 months,AU,"This program supports engineering next-generation research into spectroscopy using predictive analytics. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Chemistry.",https://www.arc.gov/funding/grants/au-arc-2026-80494,OPEN,2026-02-16
EU-ERC-2026-70511,Collaborative Research on Inorganic Compounds for Global Scale Applications,European Research Council,Award,Chemistry,"chemistry, erc, spectroscopy, organic synthesis, physical chemistry","Academic institutions, non-profit research organizations, and small businesses.",440000.0,EUR,2027-05-09,36 months,EU,"This program supports collaborative research on research into inorganic compounds for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The European Research Council (ERC) aims to foster innovation in the field of Chemistry.",https://www.erc.gov/funding/grants/eu-erc-2026-70511,OPEN,2026-07-02
US-NIH-2026-13526,Collaborative Research on Physical Chemistry for Next-Generation Infrastructures,National Institutes of Health,Grant,Chemistry,"chemistry, nih, spectroscopy, analytical chemistry, biochemistry","Ph.D. holders, early-career researchers, and university research groups.",195000.0,USD,2027-01-23,36 months,US,"This program supports collaborative research on research into physical chemistry for next-generation infrastructures. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Institutes of Health (NIH) aims to foster innovation in the field of Chemistry.",https://www.nih.gov/funding/grants/us-nih-2026-13526,OPEN,2026-05-04
US-NIH-2026-19734,Engineering Next-Generation Organic Synthesis in Modern Industry,National Institutes of Health,Award,Chemistry,"chemistry, nih, spectroscopy, physical chemistry, inorganic compounds","Ph.D. holders, early-career researchers, and university research groups.",903000.0,USD,2027-04-10,24 months,US,"This program supports engineering next-generation research into organic synthesis in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Institutes of Health (NIH) aims to foster innovation in the field of Chemistry.",https://www.nih.gov/funding/grants/us-nih-2026-19734,OPEN,2026-03-23
US-NIH-2026-38731,Development of Organic Synthesis for Global Scale Applications,National Institutes of Health,Award,Chemistry,"chemistry, nih, analytical chemistry, spectroscopy, inorganic compounds","Individual researchers, scientists, and postdoctoral fellows.",250000.0,USD,2026-09-15,36 months,US,"This program supports development of research into organic synthesis for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Institutes of Health (NIH) aims to foster innovation in the field of Chemistry.",https://www.nih.gov/funding/grants/us-nih-2026-38731,OPEN,2026-02-25
US-NSF-2026-37169,Analyzing Physical Chemistry to Improve Social Well-being,National Science Foundation,Contract,Chemistry,"chemistry, nsf, inorganic compounds, physical chemistry, analytical chemistry","Ph.D. holders, early-career researchers, and university research groups.",1856000.0,USD,2027-05-26,24 months,US,"This program supports analyzing research into physical chemistry to improve social well-being. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Chemistry.",https://www.nsf.gov/funding/grants/us-nsf-2026-37169,OPEN,2026-05-23
