search URL:,https://patents.google.com/?q=%28Artificial+Intelligence%29&oq=Artificial+Intelligence,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
US-5294783-A,Analog reconstruction circuit and bar code reading apparatus employing same ,"Welch Allyn, Inc.","Charles M. Hammond, Jr., Andrew Longacre, Jr., William H. Havens",1992-01-10,1992-01-10,1994-03-15,1994-03-15,https://patents.google.com/patent/US5294783A/en,https://patentimages.storage.googleapis.com/f5/f4/94/f7135b682153b3/US5294783-drawings-page-2.png
US-5447166-A,Neurocognitive adaptive computer interface method and system based on on-line measurement of the user's mental effort ,Gevins; Alan S.,Alan S. Gevins,1991-09-26,1994-01-19,1995-09-05,1995-09-05,https://patents.google.com/patent/US5447166A/en,https://patentimages.storage.googleapis.com/07/62/e7/fcd88523ef324e/US5447166-drawings-page-2.png
US-5331546-A,Trip planner optimizing travel itinerary selection conforming to individualized travel policies ,"Rosenbluth International, Inc.","David W. Webber, Sandra E. Kangas",1988-01-06,1991-06-03,1994-07-19,1994-07-19,https://patents.google.com/patent/US5331546A/en,https://patentimages.storage.googleapis.com/9f/3c/a4/2bc3810225b75e/US5331546-drawings-page-2.png
US-8868409-B1,Evaluating transcriptions with a semantic parser ,Google Inc.,"Pedro J. Moreno Mengibar, Fadi Biadsy, Diego Melendo Casado",2014-01-16,2014-01-16,2014-10-21,2014-10-21,https://patents.google.com/patent/US8868409B1/en,https://patentimages.storage.googleapis.com/af/78/62/dd78237454f0d9/US08868409-20141021-D00000.png
US-7216292-B1,System and method for populating forms with previously used data values ,Microsoft Corporation,"Erik J. Snapper, Julian P. Jiggins, Bharat Shyam, Hadi Partovi, Eric R. Berman, Steven J. Freedman, James E. Allard, Frank Z. Chang, Stephen P. Proteau, Clint C. Jorgenson",1999-09-01,1999-09-01,2007-05-08,2007-05-08,https://patents.google.com/patent/US7216292B1/en,https://patentimages.storage.googleapis.com/2a/aa/c2/97508847577e4b/US7216292-drawings-page-2.png
US-2014276090-A1,Driver health and fatigue monitoring system and method using optics ,American Vehcular Sciences Llc,David S. Breed,2011-03-14,2014-05-12,2014-09-18,,https://patents.google.com/patent/US20140276090A1/en,https://patentimages.storage.googleapis.com/cf/20/4f/eef367c7f71845/US20140276090A1-20140918-D00000.png
US-5189608-A,Method and apparatus for storing and generating financial information employing user specified input and output formats ,"Imrs Operations, Inc.","Richard J. Lyons, Kevin F. Nolan, Wah C. Chu",1987-06-01,1990-02-15,1993-02-23,1993-02-23,https://patents.google.com/patent/US5189608A/en,https://patentimages.storage.googleapis.com/7e/f0/f7/4d403aab7a3fce/US5189608-drawings-page-2.png
US-5613495-A,High functional density cardiac monitoring system for captured windowed ECG data ,"Instromedix, Inc.","Gary N. Mills, Habib Homayoun",1991-12-26,1995-07-06,1997-03-25,1997-03-25,https://patents.google.com/patent/US5613495A/en,https://patentimages.storage.googleapis.com/51/e2/a9/dffbcd3e6d6242/US5613495-drawings-page-3.png
US-8122353-B2,Composing a message in an online textbox using a non-latin script ,Yahoo! Inc.,Brian Bouta,2008-11-07,2008-11-07,2012-02-21,2012-02-21,https://patents.google.com/patent/US8122353B2/en,https://patentimages.storage.googleapis.com/58/00/54/8bbad6cfc54e89/US08122353-20120221-D00000.png
US-5721131-A,"Surface modification of polymers with self-assembled monolayers that promote adhesion, outgrowth and differentiation of biological cells ",United States Of America As Represented By The Secretary Of The Navy,"Alan S. Rudolph, Chih-Chang Chu, David A. Stenger, Barry J. Spargo, Jacque Georger",1987-03-06,1994-04-28,1998-02-24,1998-02-24,https://patents.google.com/patent/US5721131A/en,https://patentimages.storage.googleapis.com/d2/0a/bb/ca0caff9bba523/US5721131-drawings-page-3.png
US-6006100-A,"Multi-level, hierarchical radio-frequency communication system ",Norand Corporation,"Steven E. Koenck, Alan G. Bunte, Keith K. Cargin, Jr., George E. Hanson, Ronald L. Mahany, Phillip Miller, Steven H. Salvay, Arvin D. Danielson, Guy J. West",1990-05-25,1994-05-06,1999-12-21,1999-12-21,https://patents.google.com/patent/US6006100A/en,https://patentimages.storage.googleapis.com/6e/05/31/68d07eb03a3596/US6006100-drawings-page-2.png
US-6604100-B1,Method for converting relational data into a structured document ,At&T Corp.,"Maria F. Fernandez, Dan Suciu, Wang-Chiew Tan",2000-02-09,2001-02-08,2003-08-05,2003-08-05,https://patents.google.com/patent/US6604100B1/en,https://patentimages.storage.googleapis.com/04/1b/fe/1799b92c15c552/US06604100-20030805-D00000.png
US-5995503-A,Method and apparatus for providing quality of service routing in a network ,"Bay Networks, Inc.","Eric S. Crawley, Zhaohui Zhang, William M. Salkewicz, Cheryl A. Sanchez",1996-06-12,1996-06-12,1999-11-30,1999-11-30,https://patents.google.com/patent/US5995503A/en,https://patentimages.storage.googleapis.com/b8/87/7f/f41594f6c30207/US5995503-drawings-page-2.png
US-2013275117-A1,Generalized Phonetic Transliteration Engine ,Morgan H. Winer,Morgan H. Winer,2012-04-11,2012-05-10,2013-10-17,,https://patents.google.com/patent/US20130275117A1/en,https://patentimages.storage.googleapis.com/f8/df/47/2d7c7127b3b226/US20130275117A1-20131017-D00000.png
US-5537315-A,Method and apparatus for issuing insurance from kiosk ,Mitcham; Martin K.,Martin K. Mitcham,1994-03-23,1994-03-23,1996-07-16,1996-07-16,https://patents.google.com/patent/US5537315A/en,https://patentimages.storage.googleapis.com/5e/cd/93/34faa00af39593/US5537315-drawings-page-2.png
US-4998010-A,"Polygonal information encoding article, process and system ","United Parcel Service Of America, Inc.","Donald G. Chandler, Eric P. Batterman, Govind Shah",1988-04-08,1989-11-16,1991-03-05,1991-03-05,https://patents.google.com/patent/US4998010A/en,https://patentimages.storage.googleapis.com/3e/18/b1/e40fc361298cc5/US4998010-drawings-page-2.png
US-5786584-A,Vial and cartridge reading device providing audio feedback for a blood glucose monitoring system ,Eli Lilly And Company,"Timothy Hemenway Button, Scott Forster Percy",1995-09-06,1996-08-20,1998-07-28,1998-07-28,https://patents.google.com/patent/US5786584A/en,https://patentimages.storage.googleapis.com/b5/80/00/07a5be55eafd30/US5786584-drawings-page-2.png
US-6356287-B1,Citation selection and routing feature for hand-held content display device ,"Nuvomedia, Inc.","Mary Ruberry, Martin F. Eberhard, Marc E. Tarpenning, Lance Uyehara",1998-03-20,1998-05-28,2002-03-12,2002-03-12,https://patents.google.com/patent/US6356287B1/en,https://patentimages.storage.googleapis.com/84/77/bc/bd6979198a4dc1/US6356287-drawings-page-2.png
US-5992744-A,Optical reader having multiple scanning assemblies with simultaneously decoded outputs ,"Welch Allyn, Inc.","George S. Smith, Michael A. Ehrhart",1997-02-18,1997-02-18,1999-11-30,1999-11-30,https://patents.google.com/patent/US5992744A/en,https://patentimages.storage.googleapis.com/93/4b/ab/ebef56284d155a/US5992744-drawings-page-2.png
US-5153842-A,Integrated circuit package label and/or manifest system ,Pitney Bowes Inc.,"Daniel F. Dlugos, Sr., Robert Chen",1990-02-05,1990-02-05,1992-10-06,1992-10-06,https://patents.google.com/patent/US5153842A/en,https://patentimages.storage.googleapis.com/b0/84/2a/ec24ffbed823a5/US5153842-drawings-page-2.png
US-4325146-A,Non-synchronous object identification system ,Lennington John W,John W. Lennington,1979-12-20,1979-12-20,1982-04-13,1982-04-13,https://patents.google.com/patent/US4325146A/en,https://patentimages.storage.googleapis.com/33/00/40/29fe9036f45e97/US4325146-drawings-page-2.png
US-6266685-B1,Hand-held data collection system with stylus input ,Intermec Ip Corp.,"Arvin D. Danielson, Darald R. Schultz, Dennis Silva, Darrell L. Boatwright, Rickey G. Austin, Daniel E. Alt, Steve Darren Friend",1991-07-11,1998-09-08,2001-07-24,2001-07-24,https://patents.google.com/patent/US6266685B1/en,https://patentimages.storage.googleapis.com/67/96/5f/030fbd08643a76/US6266685-drawings-page-2.png
US-5832182-A,Method and system for data clustering for very large databases ,Wisconsin Alumni Research Foundation,"Tian Zhang, Raghu Ramakrishnan, Miron Livny",1996-04-24,1996-04-24,1998-11-03,1998-11-03,https://patents.google.com/patent/US5832182A/en,https://patentimages.storage.googleapis.com/ec/b7/1b/012e0de135505d/US5832182-drawings-page-3.png
US-5991441-A,Real time handwriting recognition system ,"Wang Laboratories, Inc.",Alexander N. Jourjine,1995-06-07,1995-06-07,1999-11-23,1999-11-23,https://patents.google.com/patent/US5991441A/en,https://patentimages.storage.googleapis.com/28/8e/d2/591a6ace1cacdc/US5991441-drawings-page-2.png
US-5504746-A,Radio frequency local area network ,Norand Corporation,Robert C. Meier,1991-10-01,1995-03-27,1996-04-02,1996-04-02,https://patents.google.com/patent/US5504746A/en,https://patentimages.storage.googleapis.com/5c/da/9a/c50f00d96659f4/US5504746-drawings-page-2.png
US-6613098-B1,Storage of application specific data in HTML ,Microsoft Corporation,"Terri L. Sorge, Kevin J. Fischer, Anna V. Timasheva, Russell S. Johnson, Rajeev S. Misra, Juha Niemisto, Robert W. Coffen, Ramakrishnan Natarajan",1999-06-15,1999-06-15,2003-09-02,2003-09-02,https://patents.google.com/patent/US6613098B1/en,https://patentimages.storage.googleapis.com/b0/7b/1c/c3d0fdb7ada66a/US6613098-drawings-page-2.png
US-7006992-B1,Risk assessment and management system ,Union State Bank,Thomas R. Packwood,2000-04-06,2000-04-06,2006-02-28,2006-02-28,https://patents.google.com/patent/US7006992B1/en,https://patentimages.storage.googleapis.com/8f/22/0c/ca465cf95a41ff/US07006992-20060228-D00000.png
US-5914476-A,Optical reader configured to accurately and rapidly read multiple symbols ,"Welch Allyn, Inc.","Carl W. Gerst, III, Andrew Longacre, Jr.",1997-11-04,1997-11-04,1999-06-22,1999-06-22,https://patents.google.com/patent/US5914476A/en,https://patentimages.storage.googleapis.com/3a/3f/3a/626f31c91ec95e/US5914476-drawings-page-2.png
US-6088700-A,Automated forms completion for global information network applications ,"Larsen; Kenneth N., Peterson; Eric","Kenneth N. Larsen, Eric Peterson",1999-08-06,1999-08-06,2000-07-11,2000-07-11,https://patents.google.com/patent/US6088700A/en,https://patentimages.storage.googleapis.com/de/3b/f6/21a3e5df276954/US6088700-drawings-page-2.png
US-2016225372-A1,Smart home connected device contextual learning using audio commands ,"Samsung Electronics Company, Ltd.","Eric Cheung, Vita Markman, Fabio Gava",2015-02-03,2015-03-30,2016-08-04,,https://patents.google.com/patent/US20160225372A1/en,https://patentimages.storage.googleapis.com/37/47/bd/35d3a4e1020fb0/US20160225372A1-20160804-D00000.png
US-2011083079-A1,"Apparatus, system, and method for improved type-ahead functionality in a type-ahead field based on activity of a user within a user interface ",International Business Machines Corporation,"Colm Farrell, Liam Harpur, Patrick J. O'Sullivan, Fred Raguillat, Carol S. Zimmet",2009-10-02,2009-10-02,2011-04-07,,https://patents.google.com/patent/US20110083079A1/en,https://patentimages.storage.googleapis.com/b7/c6/2e/0c561f81f65c15/US20110083079A1-20110407-D00000.png
US-7636657-B2,Method and apparatus for automatic grammar generation from data entries ,Microsoft Corporation,"Yun-Cheng Ju, David G. Ollason, Siddharth Bhatia",2004-12-09,2004-12-09,2009-12-22,2009-12-22,https://patents.google.com/patent/US7636657B2/en,https://patentimages.storage.googleapis.com/05/30/4d/778caf62a7753a/US07636657-20091222-D00000.png
US-4262632-A,Electronic livestock identification system ,"Hanton John P, Leach Harley A","John P. Hanton, Harley A. Leach",1974-01-03,1974-04-25,1981-04-21,1981-04-21,https://patents.google.com/patent/US4262632A/en,https://patentimages.storage.googleapis.com/7a/62/18/9efc56ccb46203/US4262632-drawings-page-2.png
US-6092036-A,Multi-lingual data processing system and system and method for translating text used in computer software utilizing an embedded translator ,Davox Corporation,Rodney P. Hamann,1998-06-02,1998-06-02,2000-07-18,2000-07-18,https://patents.google.com/patent/US6092036A/en,https://patentimages.storage.googleapis.com/f9/35/65/774c25542ed82d/US6092036-drawings-page-2.png
US-6903656-B1,RFID reader with multiple antenna selection and automated antenna matching ,"Applied Wireless Identifications Group, Inc.",Donny V. Lee,2003-05-27,2003-05-27,2005-06-07,2005-06-07,https://patents.google.com/patent/US6903656B1/en,https://patentimages.storage.googleapis.com/e3/67/8e/e67da85e30e1f9/US06903656-20050607-D00000.png
US-5471611-A,Computerised information-retrieval database systems ,University Of Strathclyde,Douglas R. McGregor,1991-03-13,1992-03-12,1995-11-28,1995-11-28,https://patents.google.com/patent/US5471611A/en,https://patentimages.storage.googleapis.com/82/e2/d8/57b4dbcf00877e/US5471611-drawings-page-2.png
US-4900903-A,Automated transaction system with insertable cards for transferring account data ,"Wright Technologies, L.P.","Christopher B. Wright, Stephen Bristow",1986-11-26,1988-10-17,1990-02-13,1990-02-13,https://patents.google.com/patent/US4900903A/en,https://patentimages.storage.googleapis.com/pages/US4900903-1.png
US-8060829-B2,Participation profiles of virtual world players ,"The Invention Science Fund I, Llc","Edward K.Y. Jung, Royce A. Levien, Mark A. Malamud, John D. Rinaldo, Jr.",2005-04-15,2005-04-15,2011-11-15,2011-11-15,https://patents.google.com/patent/US8060829B2/en,https://patentimages.storage.googleapis.com/43/58/65/8491220a984688/US08060829-20111115-D00000.png
US-2011054894-A1,Speech recognition through the collection of contact information in mobile dictation application ,"Phillips Michael S, Nguyen John N","Michael S. Phillips, John N. Nguyen",2007-03-07,2010-08-27,2011-03-03,,https://patents.google.com/patent/US20110054894A1/en,https://patentimages.storage.googleapis.com/dd/a9/e5/11204515fdf977/US20110054894A1-20110303-D00000.png
US-6857102-B1,Document re-authoring systems and methods for providing device-independent access to the world wide web ,"Fuji Xerox Co., Ltd., Xerox Corporation","Timothy W. Bickmore, William N. Schilit, Andreas Girgensohn, Joseph W. Sullivan",1998-04-07,1999-01-29,2005-02-15,2005-02-15,https://patents.google.com/patent/US6857102B1/en,https://patentimages.storage.googleapis.com/c5/a3/c1/8d659704330fe2/US6857102-drawings-page-3.png
US-4807182-A,Apparatus and method for comparing data groups ,"Advanced Software, Inc.",Cary L. Queen,1986-03-12,1986-03-12,1989-02-21,1989-02-21,https://patents.google.com/patent/US4807182A/en,https://patentimages.storage.googleapis.com/db/5b/d0/1da9c2f727390f/US4807182-drawings-page-2.png
US-5809476-A,System for converting medical information into representative abbreviated codes with correction capability ,Ryan; John Kevin,John Kevin Ryan,1994-03-23,1995-03-23,1998-09-15,1998-09-15,https://patents.google.com/patent/US5809476A/en,https://patentimages.storage.googleapis.com/90/39/a8/d22a3c30e554d5/US5809476-drawings-page-2.png
US-6049813-A,Portable work station-type data collection system ,Intermec Ip Corp.,"Arvin D. Danielson, Darald R. Schultz, Dennis Silva, Darrell L. Boatwright, Rickey G. Austin, Daniel E. Alt",1993-02-26,1996-12-05,2000-04-11,2000-04-11,https://patents.google.com/patent/US6049813A/en,https://patentimages.storage.googleapis.com/6c/75/c4/9f7056e09c22e2/US6049813-drawings-page-3.png
US-5613036-A,Dynamic categories for a speech recognition system ,"Apple Computer, Inc.",Robert D. Strong,1992-12-31,1995-04-25,1997-03-18,1997-03-18,https://patents.google.com/patent/US5613036A/en,https://patentimages.storage.googleapis.com/bc/2b/8d/8fd70e0f64fb15/US5613036-drawings-page-3.png
US-4786791-A,Data processing apparatus with portable card having magnetic strip simulator ,Gateway Technology,Takuo Hodama,1987-02-10,1987-02-10,1988-11-22,1988-11-22,https://patents.google.com/patent/US4786791A/en,https://patentimages.storage.googleapis.com/8b/fd/4d/f4df3dab2da851/US4786791-drawings-page-2.png
US-5367619-A,Electronic data entry system employing an expert system to facilitate generation of electronic data forms with complex interrelationships between fields and subforms ,Eaton Corporation,"William J. Dipaolo, David M. Tinley, Timothy F. Thompson, Carol A. Parsons",1990-04-27,1994-01-10,1994-11-22,1994-11-22,https://patents.google.com/patent/US5367619A/en,https://patentimages.storage.googleapis.com/4d/8f/bf/1650f78852f696/US5367619-drawings-page-2.png
US-6708883-B2,Apparatus and method for reading indicia using charge coupled device and scanning laser beam technology ,"Symbol Technologies, Inc.",Mark Krichever,1994-06-30,2002-04-11,2004-03-23,2004-03-23,https://patents.google.com/patent/US6708883B2/en,https://patentimages.storage.googleapis.com/7c/1d/36/47fa5a26207e53/US06708883-20040323-D00000.png
US-2020067789-A1,Systems and methods for distributed systemic anticipatory industrial asset intelligence ,QiO Technologies Ltd.,"Bharat Khuti, Sasa Jovicic, Kevin Malik, Scott Taggart, Pankaj Wahane, Satish Patil, Nauman Khan, Vishal Adsool, Rick Haythornthwaite",2016-06-24,2019-09-05,2020-02-27,,https://patents.google.com/patent/US20200067789A1/en,https://patentimages.storage.googleapis.com/f0/69/99/8b309ef77f9193/US20200067789A1-20200227-D00000.png
US-4495496-A,Personnel monitoring and locating system ,Johnson Engineering Corp.,"Scott A. Miller, III",1981-12-15,1981-12-15,1985-01-22,1985-01-22,https://patents.google.com/patent/US4495496A/en,https://patentimages.storage.googleapis.com/0f/67/a5/ab9ff016683d82/US4495496-drawings-page-2.png
US-6351556-B1,Method for automatically comparing content of images for classification into events ,Eastman Kodak Company,"Alexander C. Loui, Eric S. Pavie",1998-11-20,1998-11-20,2002-02-26,2002-02-26,https://patents.google.com/patent/US6351556B1/en,https://patentimages.storage.googleapis.com/d9/2d/4d/375808db0a16c2/US6351556-drawings-page-2.png
US-7246118-B2,Method and system for automated collaboration using electronic book highlights and notations ,International Business Machines Corporation,"Alicia Anne Chastain, Christopher Joseph Paul, David Mark Wendt",2001-07-06,2001-07-06,2007-07-17,2007-07-17,https://patents.google.com/patent/US7246118B2/en,https://patentimages.storage.googleapis.com/04/f9/b3/a9a87bb8c9a894/US07246118-20070717-D00000.png
US-5778092-A,Method and apparatus for compressing color or gray scale documents ,Xerox Corporation,"Peter S. MacLeod, Luc Vincent, Xianing Zhu",1996-12-20,1996-12-20,1998-07-07,1998-07-07,https://patents.google.com/patent/US5778092A/en,https://patentimages.storage.googleapis.com/9c/19/74/a239add9078981/US5778092-drawings-page-2.png
US-2002133347-A1,Method and apparatus for natural language dialog interface ,"Eberhard Schoneburg, Fabian Donze, Klaus Kater","Eberhard Schoneburg, Fabian Donze, Klaus Kater",2000-12-29,2001-08-03,2002-09-19,,https://patents.google.com/patent/US20020133347A1/en,https://patentimages.storage.googleapis.com/67/e0/c8/d021d9bc75d642/US20020133347A1-20020919-D00000.png
US-6199034-B1,Methods and apparatus for determining theme for discourse ,Oracle Corporation,Kelly Wical,1995-05-31,1998-04-14,2001-03-06,2001-03-06,https://patents.google.com/patent/US6199034B1/en,https://patentimages.storage.googleapis.com/08/0a/3b/b630545ca0c5ef/US6199034-drawings-page-2.png
US-5811784-A,Extended working range dataform reader ,Telxon Corporation,"Mark Tausch, Ynjiun P. Wang, Timothy P. O'Hagan",1995-06-26,1995-06-26,1998-09-22,1998-09-22,https://patents.google.com/patent/US5811784A/en,https://patentimages.storage.googleapis.com/2d/65/26/75019f0d3523a4/US5811784-drawings-page-3.png
US-5239466-A,System for selectively routing and merging independent annotations to a document at remote locations ,"Motorola, Inc.","David E. Morgan, John Major, Eric K. Crane, Janusz Hyziak, Robert S. Rosenthal, Neil N. Wellenstein",1990-10-04,1990-10-04,1993-08-24,1993-08-24,https://patents.google.com/patent/US5239466A/en,https://patentimages.storage.googleapis.com/2f/44/e0/e701e869aea131/US5239466-drawings-page-2.png
US-7672833-B2,Method and apparatus for automatic entity disambiguation ,Fair Isaac Corporation,"Matthias Blume, Richard Calmbach, Dayne Freitag, Richard Rohwer, Scott Zoldi",2005-09-22,2005-09-22,2010-03-02,2010-03-02,https://patents.google.com/patent/US7672833B2/en,https://patentimages.storage.googleapis.com/e3/f6/07/33fb7dfed75697/US07672833-20100302-D00000.png
US-2004230489-A1,System and method for mobile payment and fulfillment of digital goods ,"Scott Goldthwaite, William Graylin","Scott Goldthwaite, William Graylin",2002-07-26,2003-12-05,2004-11-18,,https://patents.google.com/patent/US20040230489A1/en,https://patentimages.storage.googleapis.com/93/5b/9d/9169fca31b9952/US20040230489A1-20041118-D00000.png
US-7386449-B2,Knowledge-based flexible natural speech dialogue system ,Voice Enabling Systems Technology Inc.,"Jiping Sun, Fakhreddine Karray, Otman A. Basir",2002-12-11,2003-12-11,2008-06-10,2008-06-10,https://patents.google.com/patent/US7386449B2/en,https://patentimages.storage.googleapis.com/a6/4f/0d/5f5f12b10ab9da/US07386449-20080610-D00000.png
US-8788935-B1,Systems and methods for creating or updating an application using website content ,"Media Direct, Inc.","Scott Hirsch, Sunny Rajpal",2013-03-14,2013-06-20,2014-07-22,2014-07-22,https://patents.google.com/patent/US8788935B1/en,https://patentimages.storage.googleapis.com/d2/d0/5e/ab4d0e11831055/US08788935-20140722-D00000.png
US-2016034811-A1,Efficient generation of complementary acoustic models for performing automatic speech recognition system combination ,Apple Inc.,"Matthias Paulik, Mahesh Krishnamoorthy",2014-07-31,2014-09-30,2016-02-04,,https://patents.google.com/patent/US20160034811A1/en,https://patentimages.storage.googleapis.com/cd/c9/b1/d0ba7fab067aaf/US20160034811A1-20160204-D00000.png
US-2005033690-A1,System and method for digital bill presentment and payment ,"Antognini Walter Gerard, Antognini Thomas Charles","Walter Antognini, Thomas Antognini",1996-03-01,2004-05-25,2005-02-10,,https://patents.google.com/patent/US20050033690A1/en,https://patentimages.storage.googleapis.com/51/f9/f0/9fa461cda37022/US20050033690A1-20050210-D00000.png
WO-2018184682-A1,Wireless network communications for classifying transmission signatures and machine learning based signature generation ,Nokia Technologies Oy,Jakob Hoydis,2017-04-06,2017-04-06,2018-10-11,,https://patents.google.com/patent/WO2018184682A1/en,
US-5539394-A,Time division multiplexed batch mode item identification system ,International Business Machines Corporation,"Robert T. Cato, Richard H. Harris, Hollis P. Posey",1994-03-16,1995-06-20,1996-07-23,1996-07-23,https://patents.google.com/patent/US5539394A/en,https://patentimages.storage.googleapis.com/4c/79/4b/c92b7c48353a6b/US5539394-drawings-page-2.png
US-5822707-A,Automatic vehicle seat adjuster ,"Automotive Technologies International, Inc.","David S. Breed, Wilbur E. DuVall",1992-05-05,1995-06-07,1998-10-13,1998-10-13,https://patents.google.com/patent/US5822707A/en,https://patentimages.storage.googleapis.com/ff/da/1f/f8de65d5ebed50/US5822707-drawings-page-2.png
US-11487273-B1,Distributed industrial energy operation optimization platform automatically constructing intelligent models and algorithms ,Dalian University Of Technology,"Jun Zhao, Feng Jin, Long Chen, Fan Zhou, Zhongyang HAN, Yang Liu, Wei Wang",2021-04-30,2022-01-06,2022-11-01,2022-11-01,https://patents.google.com/patent/US11487273B1/en,https://patentimages.storage.googleapis.com/73/a7/fa/9bd3a19cf1a93c/US11487273-20221101-D00000.png
US-6581048-B1,3-brain architecture for an intelligent decision and control system ,Paul J. Werbos,Paul J. Werbos,1996-06-04,1997-06-04,2003-06-17,2003-06-17,https://patents.google.com/patent/US6581048B1/en,https://patentimages.storage.googleapis.com/e3/6c/7e/10beea7a14d689/US6581048-drawings-page-2.png
US-8103962-B2,Form-based ontology creation and information harvesting ,Brigham Young University,"David W. Embley, Cui Tao, Stephen W. Liddle",2008-11-04,2009-11-04,2012-01-24,2012-01-24,https://patents.google.com/patent/US8103962B2/en,https://patentimages.storage.googleapis.com/06/f5/d9/1b1acb8e090953/US08103962-20120124-D00000.png
US-4852570-A,Comparative medical-physical analysis ,Levine Alfred B,Alfred B. Levine,1989-02-09,1989-02-09,1989-08-01,1989-08-01,https://patents.google.com/patent/US4852570A/en,https://patentimages.storage.googleapis.com/d0/70/8f/919a8ad7bf1c05/US4852570-drawings-page-2.png
US-6526156-B1,Apparatus and method for identifying and tracking objects with view-based representations ,Xerox Corporation,"Michael J. Black, Allan D. Jepson",1997-01-10,1997-09-03,2003-02-25,2003-02-25,https://patents.google.com/patent/US6526156B1/en,https://patentimages.storage.googleapis.com/f7/2e/af/84a2202c825147/US6526156-drawings-page-3.png
US-2014146200-A1,Entries to an electronic calendar ,Research In Motion Limited,"Sherryl Lee Lorraine Scott, Scott David REEVE, Julia Murdock THOMPSON, Jodie Elizabeth Fletcher",2012-11-28,2012-11-28,2014-05-29,,https://patents.google.com/patent/US20140146200A1/en,https://patentimages.storage.googleapis.com/7a/90/44/a9c9d5eed3f765/US20140146200A1-20140529-D00000.png
US-7539557-B2,Autonomous mobile robot ,Irobot Corporation,Brian YAMAUCHI,2005-12-30,2006-12-30,2009-05-26,2009-05-26,https://patents.google.com/patent/US7539557B2/en,https://patentimages.storage.googleapis.com/82/80/30/d4510721e87f56/US07539557-20090526-D00000.png
US-7941009-B2,Real-time computerized annotation of pictures ,The Penn State Research Foundation,"Jia Li, James Z. Wang",2003-04-08,2007-10-15,2011-05-10,2011-05-10,https://patents.google.com/patent/US7941009B2/en,https://patentimages.storage.googleapis.com/c8/53/4e/aa109e0d48e552/US07941009-20110510-D00000.png
US-5845303-A,Document processing using frame-based templates with hierarchical tagging ,"Netpodium, Inc.",Michael L. Templeman,1994-12-06,1996-10-02,1998-12-01,1998-12-01,https://patents.google.com/patent/US5845303A/en,https://patentimages.storage.googleapis.com/59/70/3a/2726d89c8c11c6/US5845303-drawings-page-3.png
US-7319957-B2,Handwriting and voice input with automatic correction ,"Tegic Communications, Inc.","Alex Robinson, Ethan Bradford, David Kay, Pim van Meurs, James Stephanick",2004-02-11,2005-01-25,2008-01-15,2008-01-15,https://patents.google.com/patent/US7319957B2/en,https://patentimages.storage.googleapis.com/f0/ce/bd/2e527f5907806c/US07319957-20080115-D00000.png
US-5420943-A,Universal computer input device ,Mak; Stephen M.,Stephen M. Mak,1992-04-13,1992-10-29,1995-05-30,1995-05-30,https://patents.google.com/patent/US5420943A/en,https://patentimages.storage.googleapis.com/1e/ca/83/c44b77a087148e/US5420943-drawings-page-2.png
US-11063653-B2,Wireless device for determining a best antenna beam and method thereof ,Telefonaktiebolaget Lm Ericsson (Publ),"Johan OTTERSTEN, Maria Fresia, Hugo Tullberg",2017-08-30,2017-08-30,2021-07-13,2021-07-13,https://patents.google.com/patent/US11063653B2/en,https://patentimages.storage.googleapis.com/7b/73/58/bb0dd1799d5858/US11063653-20210713-D00000.png
US-9286910-B1,System for resolving ambiguous queries based on user context ,"Amazon Technologies, Inc.","Meng Li, Duncan Joseph Reynolds, William Tunstall-Pedoe, Petra Elisabeth Holmes, Robert Peter Stacey, David Spike Palfrey, Andrew Graham Fenn, Mark Rafn, Graham John French",2014-03-13,2014-03-13,2016-03-15,2016-03-15,https://patents.google.com/patent/US9286910B1/en,https://patentimages.storage.googleapis.com/31/2d/f1/7201a6393ccc82/US09286910-20160315-D00000.png
US-5949776-A,"Hierarchical communication system using premises, peripheral and vehicular local area networking ",Norand Corporation,"Ronald L. Mahany, Guy J. West, Alan G. Bunte",1990-01-18,1997-08-12,1999-09-07,1999-09-07,https://patents.google.com/patent/US5949776A/en,https://patentimages.storage.googleapis.com/3e/d5/bb/4fc86b61f19b06/US5949776-drawings-page-2.png
US-8775931-B2,"Spell check function that applies a preference to a spell check algorithm based upon extensive user selection of spell check results generated by the algorithm, and associated handheld electronic device ",Blackberry Limited,"Vadim Fux, Shannon Ralph White, David Paul Yach",2007-03-30,2007-03-30,2014-07-08,2014-07-08,https://patents.google.com/patent/US8775931B2/en,https://patentimages.storage.googleapis.com/13/f4/90/75e581ece5cbc5/US08775931-20140708-D00000.png
US-5983176-A,Evaluation of media content in media files ,"Magnifi, Inc.","Eric M. Hoffert, Karl Cremin, Leo Degen",1996-05-24,1997-04-30,1999-11-09,1999-11-09,https://patents.google.com/patent/US5983176A/en,https://patentimages.storage.googleapis.com/4d/fd/d5/f49e25f6759997/US5983176-drawings-page-2.png
US-9037967-B1,Arabic spell checking technique ,King Fahd University Of Petroleum And Minerals,"Majed Mohammed Al-Jefri, Sabri Abdullah Mohammed",2014-02-18,2014-02-18,2015-05-19,2015-05-19,https://patents.google.com/patent/US9037967B1/en,https://patentimages.storage.googleapis.com/1c/60/ec/cf14d02f5caf9b/US09037967-20150519-D00000.png
